Name,Property Title,Price,Location,Total_Area,Price_per_SQFT,Description,Baths,Balcony
Property_3386,3 BHK,22000000.0,Iblur Village,2300.0,9565.217391304348,Super built-up  Area,3.0,Yes
Property_3387,3 BHK,6431000.0,Mysore Road,1340.0,4799.253731343284,Super built-up  Area,2.0,Yes
Property_3388,4 BHK,20500000.0,Marathahalli,3800.0,5394.736842105263,Super built-up  Area,4.0,Yes
Property_3389,5 Bedroom,5000000.0,Jigani,600.0,8333.333333333334,Plot  Area,5.0,No
Property_3390,2 BHK,7500000.0,Wilson Garden,1125.0,6666.666666666667,Super built-up  Area,2.0,Yes
Property_3391,2 Bedroom,6700000.0,Anandapura,1200.0,5583.333333333333,Plot  Area,2.0,Yes
Property_3392,2 BHK,4100000.0,Subramanyapura,1050.0,3904.7619047619046,Built-up  Area,2.0,Yes
Property_3393,2 BHK,4900000.0,Nagarbhavi,956.0,5125.523012552301,Built-up  Area,2.0,Yes
Property_3394,2 BHK,3000000.0,Sarjapur,1000.0,3000.0,Super built-up  Area,2.0,Yes
Property_3395,3 BHK,9500000.0,Dooravani Nagar,1596.0,5952.380952380952,Built-up  Area,3.0,No
Property_3396,6 Bedroom,15000000.0,Kumbhena Agrahara,1200.0,12500.0,Plot  Area,5.0,Yes
Property_3397,2 BHK,8906000.0,Kanakpura Road,1296.0,6871.913580246914,Super built-up  Area,2.0,Yes
Property_3398,6 Bedroom,17000000.0,NS Palya,1200.0,14166.666666666666,Plot  Area,7.0,No
Property_3399,3 BHK,12300000.0,Challaghatta,1639.0,7504.5759609518,Built-up  Area,3.0,Yes
Property_3400,2 BHK,6125000.0,Electronic City Phase II,1219.0,5024.610336341263,Super built-up  Area,2.0,Yes
Property_3401,3 BHK,5000000.0,Uttarahalli,1200.0,4166.666666666667,Built-up  Area,3.0,Yes
Property_3402,2 BHK,7300000.0,Bannerghatta Road,1218.0,5993.431855500821,Super built-up  Area,2.0,Yes
Property_3403,2 BHK,3700000.0,Nyanappana Halli,920.0,4021.7391304347825,Super built-up  Area,2.0,Yes
Property_3404,3 BHK,14100000.0,Yeshwanthpur,2559.0,5509.964830011723,Super built-up  Area,3.0,Yes
Property_3405,1 BHK,2600000.0,2nd Phase Judicial Layout,525.0,4952.380952380952,Super built-up  Area,1.0,Yes
Property_3406,3 BHK,4851000.0,Bannerghatta Road,1427.0,3399.4393833216536,Super built-up  Area,2.0,Yes
Property_3407,3 BHK,4500000.0,Kothannur,1270.0,3543.3070866141734,Super built-up  Area,3.0,Yes
Property_3408,2 BHK,6500000.0,Ramagondanahalli,920.0,7065.217391304348,Built-up  Area,2.0,Yes
Property_3409,4 Bedroom,6800000.0,Dommasandra,2700.0,2518.5185185185187,Built-up  Area,3.0,Yes
Property_3410,3 BHK,19900000.0,Indira Nagar 3rd Stage,1740.0,11436.781609195403,Super built-up  Area,3.0,Yes
Property_3411,3 BHK,4000000.0,Ramamurthy Nagar,1355.0,2952.029520295203,Built-up  Area,2.0,No
Property_3412,3 BHK,9000000.0,Lingadheeranahalli,1530.0,5882.35294117647,Super built-up  Area,2.0,Yes
Property_3413,3 BHK,9000000.0,Gokula Extension,1372.0,6559.766763848396,Carpet  Area,2.0,Yes
Property_3414,4 BHK,12000000.0,Nehru Nagar,2363.0,5078.290308929327,Super built-up  Area,5.0,Yes
Property_3415,4 BHK,22000000.0,Marathahalli,3895.0,5648.267008985879,Super built-up  Area,4.0,Yes
Property_3416,3 BHK,13100000.0,Jakkur,1950.0,6717.948717948718,Super built-up  Area,3.0,Yes
Property_3417,2 BHK,4000000.0,Hoysalanagar,885.0,4519.774011299435,Built-up  Area,2.0,Yes
Property_3418,2 BHK,2700000.0,Yelahanka,600.0,4500.0,Built-up  Area,2.0,Yes
Property_3419,5 Bedroom,12800000.0,Kumaraswami Layout,1270.0,10078.740157480315,Plot  Area,4.0,Yes
Property_3420,2 Bedroom,22500000.0,Vijayanagar,1380.0,16304.347826086956,Plot  Area,2.0,No
Property_3421,2 BHK,6200000.0,Kanakpura Road,1339.0,4630.321135175504,Super built-up  Area,2.0,Yes
Property_3422,2 BHK,3600000.0,Whitefield,1130.0,3185.8407079646017,Super built-up  Area,2.0,Yes
Property_3423,2 BHK,4300000.0,Uttarahalli,1085.0,3963.1336405529955,Built-up  Area,2.0,Yes
Property_3424,3 BHK,7200000.0,Yeshwanthpur,1430.0,5034.965034965035,Built-up  Area,3.0,Yes
Property_3425,4 BHK,12100000.0,Bhoganhalli,1451.5,8336.203926972097,Carpet  Area,4.0,Yes
Property_3426,5 BHK,72000000.0,Ramakrishnappa Layout,6200.0,11612.90322580645,Super built-up  Area,5.0,No
Property_3427,3 BHK,5960000.0,AGS Layout,1490.0,4000.0,Super built-up  Area,2.0,Yes
Property_3428,4 BHK,9900000.0,Vishwanatha Nagenahalli,1650.0,6000.0,Built-up  Area,4.0,No
Property_3429,2 BHK,5700000.0,Bellandur,1286.0,4432.348367029549,Super built-up  Area,2.0,Yes
Property_3430,2 BHK,6300000.0,KR Garden,925.0,6810.810810810811,Built-up  Area,2.0,Yes
Property_3431,4 BHK,23000000.0,Bellandur,3016.0,7625.994694960213,Super built-up  Area,4.0,Yes
Property_3432,2 BHK,4400000.0,Haralur Road,1000.0,4400.0,Built-up  Area,2.0,Yes
Property_3433,2 BHK,3900000.0,Whitefield,1215.0,3209.8765432098767,Super built-up  Area,2.0,Yes
Property_3434,4 Bedroom,9500000.0,Kanakadasa Layout,1200.0,7916.666666666667,Plot  Area,3.0,Yes
Property_3435,2 BHK,10000000.0,Lakshminarayana Pura,1336.0,7485.029940119761,Super built-up  Area,2.0,Yes
Property_3436,1 BHK,3685000.0,Yeshwanthpur,673.0,5475.482912332838,Super built-up  Area,1.0,Yes
Property_3437,2 Bedroom,5800000.0,Anandapura,1200.0,4833.333333333333,Plot  Area,2.0,Yes
Property_3438,6 Bedroom,6300000.0,Lingarajapuram,600.0,10500.0,Plot  Area,7.0,Yes
Property_3439,3 BHK,16000000.0,Malleshwaram,1600.0,10000.0,Super built-up  Area,3.0,Yes
Property_3440,2 Bedroom,7900000.0,Mallathahalli,1200.0,6583.333333333333,Plot  Area,2.0,No
Property_3441,6 Bedroom,75000000.0,Indira Nagar,2480.0,30241.935483870966,Plot  Area,4.0,Yes
Property_3442,3 BHK,27000000.0,Jayamahal Extension,2500.0,10800.0,Super built-up  Area,3.0,No
Property_3443,5 Bedroom,10000000.0,Devanahalli,2400.0,4166.666666666667,Plot  Area,5.0,Yes
Property_3444,2 BHK,6500000.0,Sector 2 HSR Layout,1143.0,5686.789151356081,Super built-up  Area,2.0,Yes
Property_3445,2 BHK,6174000.0,Kanakpura Road,1470.0,4200.0,Super built-up  Area,2.0,Yes
Property_3446,4 Bedroom,14500000.0,Laxminarayana Layout,1584.0,9154.040404040405,Plot  Area,3.0,Yes
Property_3447,3 BHK,9400000.0,Marathahalli,1785.0,5266.106442577031,Super built-up  Area,3.0,Yes
Property_3448,3 BHK,28600000.0,Koramangala,2292.0,12478.184991273996,Super built-up  Area,3.0,Yes
Property_3449,3 BHK,7100000.0,Kothanur,1460.0,4863.013698630137,Super built-up  Area,3.0,Yes
Property_3450,3 BHK,8000000.0,Kasturi Nagar,1500.0,5333.333333333333,Super built-up  Area,2.0,Yes
Property_3451,5 Bedroom,14000000.0,Yelahanka,1200.0,11666.666666666666,Plot  Area,4.0,Yes
Property_3452,5 BHK,25000000.0,Sanjay nagar,3300.0,7575.757575757576,Built-up  Area,3.0,No
Property_3453,2 BHK,4800000.0,Chikkalasandra,1230.0,3902.439024390244,Super built-up  Area,2.0,Yes
Property_3454,1 BHK,2000000.0,Yelahanka New Town,650.0,3076.923076923077,Super built-up  Area,1.0,Yes
Property_3455,2 BHK,12000000.0,Benson Town,1480.0,8108.108108108108,Super built-up  Area,2.0,No
Property_3456,2 BHK,4392000.0,Thanisandra,1220.0,3600.0,Super built-up  Area,2.0,Yes
Property_3457,3 BHK,11500000.0,Dooravani Nagar,1570.0,7324.84076433121,Super built-up  Area,3.0,Yes
Property_3458,3 BHK,40000000.0,Sadashiva Nagar,3000.0,13333.333333333334,Built-up  Area,3.0,Yes
Property_3459,3 BHK,8691000.0,Mallasandra,1665.0,5219.81981981982,Super built-up  Area,3.0,Yes
Property_3460,3 Bedroom,38000000.0,Banagiri Nagar,1350.0,28148.14814814815,Plot  Area,3.0,Yes
Property_3461,4 Bedroom,60000000.0,Sarjapur  Road,4000.0,15000.0,Plot  Area,5.0,Yes
Property_3462,2 Bedroom,6800000.0,Ramamurthy Nagar,1100.0,6181.818181818182,Plot  Area,2.0,No
Property_3463,3 BHK,8701000.0,Kathriguppe,1350.0,6445.185185185185,Super built-up  Area,2.0,Yes
Property_3464,3 BHK,11600000.0,Kasavanhalli,1719.0,6748.109365910413,Built-up  Area,3.0,Yes
Property_3465,1 BHK,3500000.0,Budigere,664.0,5271.084337349397,Super built-up  Area,1.0,Yes
Property_3466,2 BHK,5053000.0,Sonnenahalli,1011.0,4998.021760633037,Super built-up  Area,2.0,Yes
Property_3467,6 Bedroom,13000000.0,Akshya Nagar,2400.0,5416.666666666667,Built-up  Area,6.0,No
Property_3468,3 BHK,8500000.0,Basaveshwara Nagar Yelahanka,1680.0,5059.523809523809,Super built-up  Area,3.0,Yes
Property_3469,2 BHK,4947500.0,Yeshwanthpur,717.0,6900.278940027894,Super built-up  Area,2.0,No
Property_3470,4 Bedroom,11000000.0,Thyagaraja Nagar,700.0,15714.285714285714,Plot  Area,4.0,Yes
Property_3471,3 BHK,15000000.0,Whitefield,1520.0,9868.421052631578,Super built-up  Area,2.0,Yes
Property_3472,3 BHK,5300000.0,Uttarahalli,1350.0,3925.925925925926,Carpet  Area,2.0,Yes
Property_3473,3 BHK,15000000.0,Kothanur,1760.0,8522.727272727272,Super built-up  Area,3.0,No
Property_3474,2 BHK,3300000.0,Pattandur Agrahara,875.0,3771.4285714285716,Super built-up  Area,2.0,Yes
Property_3475,2 BHK,4800000.0,Hennur,1231.0,3899.268887083672,Super built-up  Area,2.0,Yes
Property_3476,2 BHK,7400000.0,Somasundara Palya,1174.0,6303.236797274276,Super built-up  Area,2.0,Yes
Property_3477,3 BHK,7500000.0,Munnekollal,1560.0,4807.692307692308,Built-up  Area,3.0,Yes
Property_3478,2 BHK,5600000.0,HOSUR MAIN ROAD,1464.0,3825.136612021858,Super built-up  Area,2.0,Yes
Property_3479,3 Bedroom,13000000.0,Kanakpura Road,2200.0,5909.090909090909,Plot  Area,3.0,Yes
Property_3480,2 BHK,5500000.0,Shivaji Nagar,850.0,6470.588235294118,Built-up  Area,2.0,Yes
Property_3481,3 BHK,18000000.0,Sahyadri Layout,1750.0,10285.714285714286,Built-up  Area,3.0,Yes
Property_3482,3 BHK,15700000.0,1st Phase JP Nagar,2024.0,7756.916996047431,Super built-up  Area,3.0,No
Property_3483,2 Bedroom,16000000.0,Mathikere SBM colony,1500.0,10666.666666666666,Plot  Area,1.0,No
Property_3484,6 Bedroom,27500000.0,"white field,kadugodi",2100.0,13095.238095238095,Plot  Area,6.0,No
Property_3485,3 BHK,26000000.0,Kodihalli,2408.0,10797.34219269103,Super built-up  Area,4.0,Yes
Property_3486,2 BHK,4400000.0,Devanahalli,1080.0,4074.074074074074,Super built-up  Area,2.0,Yes
Property_3487,3 BHK,22500000.0,Indira Nagar,2070.0,10869.565217391304,Super built-up  Area,3.0,Yes
Property_3488,2 BHK,2946000.0,Electronic City,1020.0,2888.235294117647,Built-up  Area,2.0,Yes
Property_3489,3 BHK,5500000.0,Begur Road,1500.0,3666.6666666666665,Super built-up  Area,2.0,Yes
Property_3490,4 Bedroom,15800000.0,Mahalakshmi Layout,1575.0,10031.746031746032,Plot  Area,5.0,Yes
Property_3491,4 Bedroom,18000000.0,Kodichikkanahalli,3250.0,5538.461538461538,Plot  Area,4.0,Yes
Property_3492,2 BHK,4700000.0,Uttarahalli,1175.0,4000.0,Super built-up  Area,2.0,Yes
Property_3493,2 BHK,3450000.0,Channasandra,1030.0,3349.5145631067962,Super built-up  Area,2.0,Yes
Property_3494,2 BHK,11500000.0,Hebbal,1440.0,7986.111111111111,Super built-up  Area,2.0,Yes
Property_3495,2 BHK,8400000.0,Hoodi,1500.0,5600.0,Built-up  Area,2.0,Yes
Property_3496,1 Bedroom,6210000.0,Thanisandra,1380.0,4500.0,Plot  Area,1.0,Yes
Property_3497,2 BHK,5000000.0,Bagalur,1200.0,4166.666666666667,Built-up  Area,2.0,Yes
Property_3498,1 BHK,3650000.0,Vinayak Nagar,705.0,5177.304964539007,Built-up  Area,1.0,Yes
Property_3499,3 BHK,15500000.0,Harlur,2240.0,6919.642857142857,Super built-up  Area,5.0,Yes
Property_3500,3 BHK,10300000.0,Hegde Nagar,1584.01,6502.484201488627,Super built-up  Area,3.0,Yes
Property_3501,3 BHK,7700000.0,P Krishnappa Layout,1340.0,5746.268656716418,Super built-up  Area,3.0,Yes
Property_3502,3 BHK,7000000.0,Green Garden Layout,1800.0,3888.8888888888887,Super built-up  Area,3.0,Yes
Property_3503,2 BHK,4500000.0,R.T. Nagar,1200.0,3750.0,Super built-up  Area,2.0,Yes
Property_3504,1 BHK,4000000.0,Sarjapur  Road,685.0,5839.41605839416,Super built-up  Area,1.0,Yes
Property_3505,2 BHK,4200000.0,Kalkere,925.0,4540.540540540541,Super built-up  Area,2.0,Yes
Property_3506,2 BHK,5700000.0,Crimson Layout,1230.0,4634.1463414634145,Super built-up  Area,2.0,Yes
Property_3507,5 Bedroom,18500000.0,Manjunath Nagar,1200.0,15416.666666666666,Plot  Area,5.0,Yes
Property_3508,2 BHK,5200000.0,Kodichikkanahalli,1125.0,4622.222222222223,Super built-up  Area,2.0,Yes
Property_3509,2 BHK,5400000.0,Hebbal,1100.0,4909.090909090909,Super built-up  Area,2.0,Yes
Property_3510,3 Bedroom,14900000.0,Jigani,2400.0,6208.333333333333,Plot  Area,3.0,Yes
Property_3511,3 BHK,4158000.0,Electronic City Phase II,1400.0,2970.0,Super built-up  Area,2.0,Yes
Property_3512,7 Bedroom,22500000.0,Uttarahalli,1200.0,18750.0,Plot  Area,7.0,Yes
Property_3513,3 BHK,9830000.0,Jakkur,1858.0,5290.635091496232,Super built-up  Area,3.0,Yes
Property_3514,1 Bedroom,4100000.0,Adityanagar,1260.0,3253.968253968254,Plot  Area,1.0,Yes
Property_3515,4 BHK,29000000.0,Ambedkar Nagar,3530.0,8215.297450424929,Built-up  Area,4.0,Yes
Property_3516,2 BHK,6000000.0,HSR Layout,1185.0,5063.291139240507,Super built-up  Area,2.0,Yes
Property_3517,2 Bedroom,21600000.0,RMV 2nd Stage,1200.0,18000.0,Plot  Area,2.0,Yes
Property_3518,2 BHK,5800000.0,Hennur,1255.0,4621.5139442231075,Super built-up  Area,2.0,Yes
Property_3519,4 BHK,47500000.0,Rajaji Nagar,3436.0,13824.214202561117,Super built-up  Area,6.0,Yes
Property_3520,3 BHK,8900000.0,Kudlu Gate,1335.0,6666.666666666667,Built-up  Area,3.0,Yes
Property_3521,3 BHK,13200000.0,Dodda Nekkundi,1999.0,6603.301650825412,Super built-up  Area,3.0,Yes
Property_3522,2 Bedroom,12500000.0,Kanaka Nagar,1200.0,10416.666666666666,Plot  Area,2.0,Yes
Property_3523,3 BHK,11000000.0,Kundalahalli,1397.0,7874.0157480314965,Super built-up  Area,3.0,Yes
Property_3524,10 Bedroom,10500000.0,Jigani,1200.0,8750.0,Plot  Area,10.0,No
Property_3525,4 BHK,45000000.0,Cooke Town,3950.0,11392.405063291139,Super built-up  Area,4.0,No
Property_3526,2 Bedroom,13000000.0,Yelahanka New Town,1200.0,10833.333333333334,Plot  Area,2.0,Yes
Property_3527,3 Bedroom,9500000.0,Chikka Tirupathi,1616.0,5878.712871287129,Plot  Area,3.0,No
Property_3528,8 Bedroom,35000000.0,Banashankari Stage III,1200.0,29166.666666666668,Plot  Area,7.0,Yes
Property_3529,4 Bedroom,17500000.0,Hanumantha Nagar,1270.0,13779.527559055117,Built-up  Area,2.0,Yes
Property_3530,2 BHK,3854999.9999999995,Raja Rajeshwari Nagar,1140.0,3381.578947368421,Super built-up  Area,2.0,Yes
Property_3531,1 BHK,3000000.0,Kanakpura Road,525.0,5714.285714285715,Super built-up  Area,1.0,Yes
Property_3532,3 Bedroom,9800000.0,Varthur,1200.0,8166.666666666667,Plot  Area,2.0,Yes
Property_3533,1 Bedroom,16200000.0,Bagalakunte,700.0,23142.85714285714,Built-up  Area,1.0,Yes
Property_3534,2 BHK,8100000.0,Balagere,1205.47,6719.370867794304,Super built-up  Area,2.0,Yes
Property_3535,3 Bedroom,13000000.0,T Dasarahalli,1200.0,10833.333333333334,Plot  Area,3.0,Yes
Property_3536,3 BHK,7500000.0,Electronic City,1700.0,4411.764705882353,Super built-up  Area,3.0,Yes
Property_3537,5 Bedroom,6200000.0,Thanisandra,750.0,8266.666666666666,Plot  Area,4.0,No
Property_3538,2 BHK,5454000.0,Kanakpura Road,1090.0,5003.6697247706425,Super built-up  Area,2.0,Yes
Property_3539,4 BHK,22000000.0,Yeshwanthpur,3600.0,6111.111111111111,Super built-up  Area,5.0,No
Property_3540,1 BHK,65000000.0,Kundalahalli,2400.0,27083.333333333332,Built-up  Area,1.0,No
Property_3541,1 BHK,6084000.0,Thanisandra,923.0,6591.549295774648,Super built-up  Area,1.0,Yes
Property_3542,4 BHK,36000000.0,Muthurayya Swamy Layout,3595.0,10013.908205841446,Super built-up  Area,6.0,Yes
Property_3543,2 BHK,4800000.0,Green Glen Layout,1050.0,4571.428571428572,Super built-up  Area,2.0,Yes
Property_3544,2 BHK,7950000.0,Whitefield,1495.0,5317.725752508361,Super built-up  Area,2.0,Yes
Property_3546,3 BHK,8500000.0,Narayanapura,1485.0,5723.905723905724,Built-up  Area,3.0,Yes
Property_3547,3 BHK,3150000.0,Dommasandra,1033.0,3049.3707647628266,Super built-up  Area,2.0,Yes
Property_3548,3 BHK,4800000.0,Electronic City,1400.0,3428.5714285714284,Super built-up  Area,2.0,Yes
Property_3549,1 Bedroom,7000000.0,Indira Nagar,500.0,14000.0,Built-up  Area,1.0,No
Property_3550,2 BHK,3500000.0,Sarjapur  Road,944.0,3707.6271186440677,Super built-up  Area,2.0,Yes
Property_3551,5 Bedroom,29000000.0,Whitefield,3250.0,8923.076923076924,Built-up  Area,5.0,No
Property_3552,2 BHK,6648000.0,Whitefield,1216.0,5467.105263157895,Super built-up  Area,2.0,Yes
Property_3553,2 BHK,3950000.0,Thirumenahalli,1100.0,3590.909090909091,Super built-up  Area,2.0,Yes
Property_3554,3 BHK,9325000.0,Thanisandra,1743.0,5349.971313826735,Super built-up  Area,3.0,Yes
Property_3555,2 BHK,4842000.0,Yelahanka,1274.0,3800.6279434850862,Super built-up  Area,2.0,Yes
Property_3556,3 BHK,42500000.0,Lavelle Road,2500.0,17000.0,Super built-up  Area,3.0,Yes
Property_3557,3 BHK,11000000.0,Mysore Road,1512.0,7275.132275132275,Super built-up  Area,2.0,Yes
Property_3558,4 BHK,38500000.0,Dollars Colony,3100.0,12419.354838709678,Super built-up  Area,5.0,Yes
Property_3559,3 BHK,10000000.0,Cox Town,1650.0,6060.606060606061,Super built-up  Area,3.0,Yes
Property_3560,3 BHK,5500000.0,Doddathoguru,1875.0,2933.3333333333335,Built-up  Area,3.0,Yes
Property_3561,3 BHK,5400000.0,Whitefield,1350.0,4000.0,Built-up  Area,3.0,Yes
Property_3562,2 BHK,4000000.0,Rajiv Gandhi Nagar,1219.0,3281.3781788351107,Super built-up  Area,2.0,Yes
Property_3563,4 Bedroom,15000000.0,Goraguntepalya,1200.0,12500.0,Plot  Area,4.0,Yes
Property_3564,3 Bedroom,8500000.0,Sarjapura - Attibele Road,2400.0,3541.6666666666665,Plot  Area,3.0,Yes
Property_3565,2 BHK,4440000.0,Hormavu,1141.0,3891.3234005258546,Super built-up  Area,2.0,Yes
Property_3566,2 BHK,4310000.0,Anandapura,1151.0,3744.5699391833186,Super built-up  Area,2.0,Yes
Property_3567,3 Bedroom,7700000.0,Bommenahalli,832.0,9254.807692307691,Plot  Area,3.0,Yes
Property_3568,2 BHK,3800000.0,Sarjapur  Road,915.0,4153.005464480874,Super built-up  Area,2.0,Yes
Property_3569,3 Bedroom,27000000.0,Rajankunte,3259.0,8284.749923289353,Plot  Area,3.0,No
Property_3570,2 BHK,6512000.0,Bannerghatta Road,1115.0,5840.358744394619,Super built-up  Area,2.0,Yes
Property_3571,3 BHK,13900000.0,Thigalarapalya,2072.0,6708.494208494209,Super built-up  Area,4.0,Yes
Property_3572,2 BHK,5300000.0,Kaggadasapura,1200.0,4416.666666666667,Super built-up  Area,2.0,Yes
Property_3573,2 BHK,6500000.0,Singasandra,1300.0,5000.0,Super built-up  Area,2.0,Yes
Property_3574,2 BHK,8500000.0,Bellandur,1457.0,5833.905284831846,Super built-up  Area,2.0,Yes
Property_3575,2 BHK,5500000.0,Kannamangala,1262.0,4358.161648177496,Super built-up  Area,2.0,Yes
Property_3576,4 Bedroom,15000000.0,BEML Layout,1196.0,12541.80602006689,Plot  Area,3.0,Yes
Property_3577,2 BHK,2250000.0,Ananth Nagar,900.0,2500.0,Super built-up  Area,2.0,Yes
Property_3578,1 BHK,1700000.0,Attibele,420.0,4047.6190476190477,Built-up  Area,1.0,Yes
Property_3579,2 BHK,4639000.0,Kanakapura,1160.0,3999.137931034483,Super built-up  Area,2.0,Yes
Property_3580,2 BHK,5000000.0,Kasavanhalli,1115.0,4484.304932735426,Super built-up  Area,2.0,Yes
Property_3581,3 BHK,8540000.0,JP Nagar,1315.0,6494.296577946768,Built-up  Area,2.0,Yes
Property_3582,2 BHK,5700000.0,Babusapalaya,1500.0,3800.0,Built-up  Area,2.0,Yes
Property_3583,2 BHK,6800000.0,HSR Layout,1127.0,6033.717834960071,Super built-up  Area,2.0,Yes
Property_3584,3 BHK,10400000.0,Kundalahalli,1397.0,7444.523979957051,Super built-up  Area,3.0,Yes
Property_3585,2 BHK,6000000.0,Whitefield,1173.0,5115.089514066496,Built-up  Area,2.0,Yes
Property_3586,2 BHK,2800000.0,Sompura,1090.0,2568.8073394495414,Super built-up  Area,2.0,Yes
Property_3587,3 BHK,21000000.0,Sarjapur  Road,2720.0,7720.588235294118,Super built-up  Area,5.0,No
Property_3588,2 BHK,7600000.0,Jakkur,1230.0,6178.861788617886,Super built-up  Area,2.0,Yes
Property_3589,4 BHK,19000000.0,6th Block Rajaji Nagar,3200.0,5937.5,Super built-up  Area,3.0,Yes
Property_3590,2 BHK,3157000.0,Sarjapur  Road,858.0,3679.4871794871797,Super built-up  Area,2.0,Yes
Property_3591,3 BHK,12100000.0,Talaghattapura,1868.0,6477.516059957174,Super built-up  Area,3.0,Yes
Property_3592,3 BHK,9120000.0,Uttarahalli,1689.28,5398.74976321273,Super built-up  Area,3.0,Yes
Property_3593,4 BHK,7300000.0,Vishwapriya Layout,600.0,12166.666666666666,Built-up  Area,3.0,Yes
Property_3594,3 BHK,4988000.0,Banashankari,1425.0,3500.3508771929824,Super built-up  Area,3.0,Yes
Property_3595,6 Bedroom,17000000.0,Subramanyapura,1200.0,14166.666666666666,Plot  Area,6.0,Yes
Property_3596,2 Bedroom,10000000.0,Tindlu,1350.0,7407.407407407408,Plot  Area,2.0,Yes
Property_3597,6 Bedroom,18000000.0,Channasandra,4200.0,4285.714285714285,Built-up  Area,6.0,No
Property_3598,3 BHK,8500000.0,Uttarahalli,1310.0,6488.5496183206105,Super built-up  Area,2.0,Yes
Property_3600,2 BHK,4000000.0,MLA Layout,970.0,4123.711340206186,Super built-up  Area,2.0,Yes
Property_3601,3 BHK,10800000.0,Kundalahalli,1397.0,7730.851825340014,Super built-up  Area,3.0,Yes
Property_3602,2 BHK,4000000.0,Sarjapur,1157.0,3457.216940363008,Super built-up  Area,2.0,Yes
Property_3603,2 BHK,6120000.0,Kasavanhalli,1125.0,5440.0,Super built-up  Area,2.0,Yes
Property_3604,2 BHK,4200000.0,Sonnenahalli,1157.0,3630.077787381158,Super built-up  Area,2.0,Yes
Property_3605,2 BHK,8200000.0,Sarjapur  Road,1241.0,6607.57453666398,Super built-up  Area,2.0,Yes
Property_3606,1 BHK,6200000.0,Binny Pete,660.0,9393.939393939394,Super built-up  Area,1.0,Yes
Property_3607,4 BHK,22000000.0,Marathahalli,4000.0,5500.0,Built-up  Area,4.0,Yes
Property_3608,4 BHK,14800000.0,Rajiv Nagar,2340.0,6324.786324786325,Super built-up  Area,4.0,Yes
Property_3609,1 BHK,4200000.0,Venkatadri Layout,596.0,7046.979865771812,Built-up  Area,1.0,Yes
Property_3610,16 BHK,55000000.0,Koramangala Industrial Layout,10000.0,5500.0,Super built-up  Area,16.0,No
Property_3611,4 Bedroom,11000000.0,Kyalasanahalli,1200.0,9166.666666666666,Plot  Area,4.0,Yes
Property_3612,3 BHK,19000000.0,Ambedkar Colony,1910.0,9947.643979057591,Super built-up  Area,3.0,Yes
Property_3613,2 BHK,8000000.0,Brookefield,1139.0,7023.705004389815,Super built-up  Area,2.0,Yes
Property_3614,4 BHK,22500000.0,Thigalarapalya,3122.0,7206.91864189622,Super built-up  Area,5.0,Yes
Property_3615,2 BHK,2841000.0,Sarjapura - Attibele Road,1033.0,2750.242013552759,Super built-up  Area,2.0,Yes
Property_3616,2 BHK,6408000.0,Yeshwanthpur,1168.0,5486.301369863014,Super built-up  Area,2.0,Yes
Property_3617,2 BHK,4200000.0,Chandapura,877.0,4789.053591790193,Super built-up  Area,2.0,Yes
Property_3618,2 BHK,7500000.0,Electronics City Phase 1,1340.0,5597.014925373134,Built-up  Area,2.0,Yes
Property_3619,3 BHK,7000000.0,B Narayanapura,1405.0,4982.20640569395,Built-up  Area,2.0,Yes
Property_3620,3 BHK,6500000.0,Siddapura,1800.0,3611.1111111111113,Super built-up  Area,3.0,Yes
Property_3621,3 BHK,14900000.0, Devarabeesana Halli,1750.0,8514.285714285714,Built-up  Area,3.0,Yes
Property_3622,3 BHK,6500000.0,Motappa Layout,1360.0,4779.411764705882,Super built-up  Area,2.0,Yes
Property_3623,3 Bedroom,14800000.0,Malleshwaram,675.0,21925.925925925927,Plot  Area,2.0,No
Property_3624,2 BHK,6300000.0,Byrasandra,985.0,6395.9390862944165,Super built-up  Area,2.0,Yes
Property_3625,2 BHK,12900000.0,Victoria Layout,1300.0,9923.076923076924,Super built-up  Area,2.0,Yes
Property_3626,3 BHK,15000000.0,7th Phase JP Nagar,1850.0,8108.108108108108,Super built-up  Area,3.0,Yes
Property_3627,3 BHK,8800000.0,Rustam Bagh Layout,1490.0,5906.040268456376,Super built-up  Area,2.0,Yes
Property_3628,2 BHK,2500000.0,Byagadadhenahalli,620.0,4032.2580645161293,Super built-up  Area,1.0,Yes
Property_3629,2 BHK,4230000.0,Hormavu,1130.0,3743.362831858407,Super built-up  Area,2.0,Yes
Property_3630,2 BHK,5500000.0,Yelachenahalli,1080.0,5092.592592592592,Super built-up  Area,2.0,Yes
Property_3631,4 BHK,12000000.0,Singasandra,3126.0,3838.7715930902114,Built-up  Area,4.0,No
Property_3632,3 BHK,5217000.0,Begur Road,1410.0,3700.0,Super built-up  Area,2.0,Yes
Property_3633,3 BHK,5900000.0,Bommanahalli,1375.0,4290.909090909091,Super built-up  Area,3.0,Yes
Property_3634,3 BHK,9450000.0,Hennur Road,1290.0,7325.581395348837,Super built-up  Area,2.0,Yes
Property_3635,3 BHK,8528000.0,Hosa Road,1318.0,6470.40971168437,Super built-up  Area,2.0,Yes
Property_3636,2 BHK,6800000.0,Electronic City,1128.0,6028.368794326241,Super built-up  Area,2.0,Yes
Property_3637,4 Bedroom,25500000.0,Meenakunte,4428.0,5758.807588075881,Plot  Area,4.0,Yes
