SquareFeet,Bedrooms,LocationRating,Price_USD
2042.6,6,4,631779
905.6,5,2,283030
1400.4,3,2,320675
1714.6,6,2,419043
1817.0,1,4,510131
677.8,3,3,225627
959.4,3,4,298619
1609.3,2,2,307046
706.4,4,3,257175
1840.0,5,3,489764
832.8,2,2,193556
1351.7,1,5,441669
1244.2,4,4,376754
1893.9,4,3,489523
1236.2,4,3,369184
1852.7,5,1,380911
2072.8,6,4,641607
1477.3,6,3,437404
1619.5,5,4,528833
1149.1,4,4,404339
943.8,2,2,173730
854.1,2,5,329526
1548.2,5,5,589040
1210.8,6,4,489211
1709.1,2,4,484574
1350.6,4,3,384323
1246.6,5,4,420463
1400.5,6,3,400093
433.5,4,1,171803
1956.6,1,3,424873
1317.9,1,1,238775
1301.2,4,5,483236
2293.8,3,5,729524
1338.2,4,2,368602
1791.5,1,2,375803
513.4,1,4,182260
1180.0,6,3,376020
2073.7,6,4,627512
1933.5,5,2,461347
1834.6,3,4,522698
1093.2,1,4,275811
1613.4,1,3,347817
1303.5,2,4,399990
1671.5,6,1,396628
1941.0,2,2,346214
1596.8,5,5,602991
2024.0,3,5,651372
2054.5,1,5,610568
906.9,4,3,291175
530.8,4,5,328581
2014.2,5,5,699037
1540.0,2,5,439412
2205.2,2,3,544478
1673.0,2,5,558116
2296.5,4,5,730468
1882.8,3,2,409708
1696.2,2,5,562192
1300.2,4,1,369808
1237.8,3,4,397060
609.5,5,1,188754
1814.0,1,4,484408
1085.2,6,1,282314
1362.7,6,3,402117
1479.1,6,4,500772
1222.6,1,4,354975
1589.4,6,2,449554
400.0,1,5,140044
1511.1,6,2,393761
1829.6,6,4,542227
609.1,3,4,268687
1145.3,6,1,319053
2199.0,3,1,441360
1449.8,3,5,500360
1136.8,2,3,304177
1882.1,6,1,436208
923.4,4,4,343811
968.5,3,2,237351
1015.2,3,2,288915
2201.7,6,4,698460
971.1,6,3,350279
1459.8,5,5,549346
2084.4,1,3,513085
980.5,5,3,344578
596.5,3,4,198752
2581.8,1,4,657347
1566.0,5,3,470644
1167.7,2,2,272020
1416.7,4,2,324756
1881.8,4,1,427694
699.8,6,5,390415
1256.3,1,3,332463
1909.5,6,4,607830
2253.1,6,3,555633
2248.1,5,4,674333
1555.2,2,4,449799
2272.1,3,3,518333
626.6,1,3,240272
1574.0,2,3,361393
400.0,2,4,154438
2229.2,2,3,553324
1724.6,4,4,482196
2404.6,1,4,598739
1190.1,1,4,310714
810.6,1,4,242038
1904.7,4,4,531159
1416.3,4,2,407150
2056.2,6,2,485755
1897.0,6,4,617935
1344.4,6,2,343978
1483.9,3,4,434508
1380.4,5,3,438729
1513.5,4,3,415726
1242.9,2,4,395454
1805.8,6,1,412062
628.9,3,5,302498
528.9,6,3,261647
1273.7,2,1,241694
1183.2,6,1,345135
1235.1,4,2,303953
2119.4,2,5,660717
1563.7,1,1,292340
1886.8,5,4,582567
1758.7,3,4,501816
2253.7,3,2,541524
1178.3,2,1,268340
1786.2,1,4,452877
1390.5,2,4,390443
943.6,5,3,319000
889.6,2,4,272593
1388.2,2,3,315721
2026.4,2,3,525497
1207.0,4,3,374581
1245.7,1,3,283097
1151.5,3,4,369487
898.4,1,2,241384
1256.0,1,4,331738
2064.4,4,2,428582
1630.5,4,3,414374
1213.4,6,1,291334
1309.2,5,4,443299
1666.1,4,4,469850
1196.9,2,2,302731
1943.2,4,1,411495
2119.0,4,3,548826
921.6,5,5,429519
1347.6,5,2,335272
1699.5,1,4,386702
2150.5,3,1,445045
400.0,4,1,138920
1180.4,5,1,316677
400.0,4,5,249068
1878.4,5,4,577659
1500.4,4,5,563077
2013.0,2,5,601543
1380.7,4,2,332295
1385.4,2,3,380558
1678.6,5,5,635336
1539.9,5,2,407580
1236.4,5,1,274547
1936.7,2,4,512967
2053.7,1,5,579628
1660.6,5,5,591552
2190.9,3,5,673244
2236.9,4,4,604470
1201.2,3,2,299768
1506.8,1,5,440658
1685.5,1,4,427444
698.7,1,1,135195
1549.6,2,1,343142
1431.6,1,1,280980
1125.7,5,5,480332
1620.0,3,1,334685
1024.8,3,5,388428
719.5,3,4,272743
400.0,3,5,264088
635.0,5,2,261902
888.4,3,5,356254
1508.1,6,1,345040
1656.8,4,3,457211
1191.0,6,4,428613
1795.4,5,1,387825
1649.7,3,5,547704
1041.3,1,2,239095
1010.6,5,2,326212
2105.1,1,5,594308
1229.1,5,4,440163
2360.5,5,4,673537
855.5,2,5,395338
1362.2,3,5,473955
727.3,3,5,338485
491.8,1,5,241497
1144.0,5,4,382274
1844.8,1,4,474653
1163.6,3,1,276672
1775.3,6,2,435373
1042.4,1,2,225552
2158.7,2,2,447443
1069.4,1,1,236378
2218.6,6,3,631764
1507.8,4,3,406078
964.0,1,3,219799
1051.9,4,3,374793
1674.2,6,4,563436
912.4,1,5,327545
1619.7,2,4,405034
1117.5,3,1,216342
936.2,1,4,261580
1054.9,5,1,293514
695.0,2,2,191807
1539.7,5,2,381738
1574.9,4,4,454034
1092.3,3,2,301862
1075.5,5,2,326541
720.8,5,5,346098
1148.4,6,5,497840
1692.3,5,4,510099
1115.4,6,5,469927
1587.4,6,2,428805
1756.8,6,3,550391
867.6,4,1,239899
2560.2,2,1,488753
1921.4,3,2,423208
1285.8,5,3,380810
586.3,2,5,263800
951.8,2,2,243259
2441.3,6,2,590921
1691.6,6,3,457311
1192.9,4,1,282084
1242.6,5,3,377792
2169.0,5,2,525299
1682.8,5,4,537781
1270.8,2,3,306593
647.1,5,5,371242
1373.5,4,5,540357
1767.7,2,2,369839
1720.3,2,4,445094
962.0,4,4,326702
1463.4,3,5,487103
1753.9,4,1,375682
2188.6,1,1,424056
1292.1,5,4,438383
2371.9,4,3,611849
1728.2,5,1,429499
1186.3,3,5,457044
970.8,5,3,348762
400.0,4,3,213826
975.8,6,3,346701
2229.9,2,1,393350
1254.8,6,2,392593
663.6,5,3,284878
1057.5,6,3,326049
1499.6,6,1,362293
1305.9,1,1,254593
1666.8,5,3,452113
1311.1,6,5,566296
1180.3,4,3,366241
1444.9,2,2,343956
910.2,3,5,354490
1563.9,5,5,563550
979.4,5,3,357407
1383.0,1,5,408118
1634.2,6,3,439555
1292.5,5,1,312864
1462.7,5,2,379353
1820.1,1,3,419006
1113.6,1,2,269150
2315.7,1,1,441877
843.1,1,5,306670
2089.5,6,4,629501
1689.5,1,3,389467
1708.9,4,3,449926
1980.5,1,5,625428
1485.6,4,2,345170
1577.0,5,3,431433
1519.9,5,2,440905
1910.0,3,4,569121
1999.7,3,3,489416
1485.0,2,5,478812
1309.4,2,3,355077
965.2,4,5,426729
1585.6,1,5,483401
1246.0,6,4,501647
597.9,1,1,136632
1422.0,1,3,339152
1512.6,1,4,438103
1885.8,2,1,361555
1473.3,3,1,359695
968.9,2,5,368234
1994.2,3,5,627230
443.5,1,1,152242
713.1,3,1,178960
1348.6,1,2,262241
1321.2,3,1,290339
1351.9,2,4,371684
1054.8,1,4,291046
1942.7,4,3,485668
1366.1,1,1,243197
777.7,2,1,144542
1647.8,5,1,395294
1067.9,6,1,312748
983.1,2,2,258262
1413.6,1,4,384977
2260.4,6,2,523218
400.0,5,3,221598
631.0,2,1,146680
994.7,4,3,290958
2279.6,3,2,445603
887.3,1,1,211777
1960.6,4,2,435857
1874.2,1,1,362153
1999.7,5,1,398585
983.6,3,2,242759
1485.7,2,4,445672
1790.2,5,1,419923
1636.4,2,5,554318
2859.4,6,4,804466
2397.6,5,3,580518
2030.6,1,1,383351
1805.9,1,5,501727
1844.6,5,4,549906
2002.9,1,1,348858
2344.9,3,2,544016
1069.3,3,1,232562
2060.6,6,3,564010
1604.2,3,3,377445
1998.4,4,2,488222
1518.2,4,4,487132
1253.0,4,1,284410
1261.5,3,1,305175
1539.0,6,5,637205
1745.1,3,2,387061
1274.2,2,3,352996
752.8,1,2,183294
1818.1,4,4,502826
1427.8,1,3,344910
445.3,2,2,133214
684.3,6,1,202882
1628.5,6,1,393618
1814.2,1,4,478005
2044.4,6,5,783369
1229.1,1,2,265832
1167.4,3,3,292643
1763.8,6,4,558134
1059.9,6,1,322256
1076.3,6,3,412509
1583.9,6,5,635686
1623.9,1,3,385159
1761.3,2,4,468130
1543.8,4,1,329313
986.9,4,4,362304
1308.6,5,3,396569
1527.2,2,4,387242
2120.8,1,2,398653
1831.8,2,3,429343
1571.8,3,3,405067
1812.1,3,5,579299
2133.6,6,4,661331
842.6,3,3,265871
1506.1,1,1,297071
677.5,3,4,279449
1497.7,5,2,362205
1251.0,1,5,399238
2167.8,3,5,692803
2070.9,3,3,519931
2517.2,1,5,726392
1357.5,1,3,300405
1623.1,2,1,320800
1472.1,5,1,345799
2158.0,3,2,474183
1486.0,3,4,475419
1021.9,5,2,289557
650.0,3,2,207477
2130.2,1,3,428324
1665.0,2,5,509406
1597.2,3,4,451536
2270.8,2,5,679487
1574.8,3,5,558523
759.4,3,2,246087
874.8,5,2,228079
1803.3,1,3,404344
1858.2,2,1,385446
2618.4,4,2,579519
1541.7,6,5,599095
2455.4,4,4,668388
958.2,6,4,314426
1153.9,3,5,423363
977.6,1,3,203497
1636.3,2,1,318929
2131.6,6,4,684010
1443.3,5,2,395024
1058.8,4,1,240601
1847.0,2,4,500944
1468.5,6,5,615920
1856.0,1,1,337074
1488.2,3,3,397925
1485.9,1,4,404698
2546.6,6,3,659484
1007.1,4,5,402107
1741.1,2,2,435760
1892.4,6,3,565073
2060.2,2,4,549032
984.5,4,1,243398
1728.5,3,1,367540
1292.8,1,2,330411
1493.0,2,4,427028
1310.6,5,1,347262
1266.0,4,5,458004
2303.2,2,5,709622
2034.7,5,1,477307
830.3,3,3,282923
1386.4,2,5,490783
1459.4,4,4,451499
2203.0,5,3,556141
942.6,4,3,325131
1174.0,5,4,397133
1144.0,3,5,458412
533.1,5,5,338953
538.8,1,5,259144
1637.7,3,3,405263
1133.5,1,3,253817
1620.7,5,4,532355
700.3,5,1,228627
933.3,3,3,253962
1288.3,2,4,392916
757.6,5,5,416088
1349.6,6,4,521240
1342.4,1,2,287980
1298.7,1,3,278906
813.3,3,1,191903
2086.1,2,1,374405
893.3,1,3,210670
1409.2,4,5,521810
1412.2,6,5,548333
1513.3,3,1,279085
805.2,4,3,247986
1633.4,4,2,433140
1147.0,3,4,381718
1762.3,5,4,520470
1949.0,6,5,722241
1521.1,4,3,413807
1211.3,5,4,415864
2298.6,2,5,688201
1703.8,3,1,385640
1106.8,1,5,336322
926.8,2,2,237858
1686.3,6,1,385929
1330.9,4,1,276098
945.7,3,3,305572
1538.8,3,1,356944
870.6,5,1,251377
1538.8,2,1,331372
1631.4,4,4,482319
1071.8,5,1,300515
1665.3,3,2,383110
1115.4,2,2,248586
1477.8,3,4,434465
715.6,1,5,256397
1536.8,4,3,428580
2025.4,6,5,669224
742.6,1,4,216781
1858.7,4,4,576171
1210.2,4,5,461211
1940.1,4,3,464521
2361.0,5,1,515868
1538.7,5,4,510919
1766.6,3,3,422643
1680.0,4,3,411330
1976.8,5,1,446070
1383.8,1,4,362180
1829.7,2,4,420911
1144.5,5,1,263145
2057.5,5,2,481005
966.5,1,4,322422
1263.7,2,1,282109
1178.2,3,5,390258
1688.4,4,2,387925
1880.6,3,5,648583
1764.4,5,5,605653
1232.6,6,5,539776
2228.9,4,1,431326
2081.9,5,3,534551
1631.9,1,1,262487
1193.6,4,2,309708
822.6,2,4,260024
1848.4,2,3,428956
1342.9,1,3,368385
1976.7,2,3,484908
2013.4,1,3,430014
1277.8,1,3,281487
1505.2,5,1,372424
1484.6,4,1,304668
2222.5,5,3,560654
1315.2,1,5,438548
1824.3,3,3,442888
1534.4,6,3,438264
2272.3,5,2,511514
1167.5,5,1,275119
978.4,3,5,403600
558.7,2,3,187732
1581.8,1,1,292310
1618.4,6,1,382097
1390.9,6,5,580730
1953.2,2,4,509217
2259.5,5,3,579147
1111.4,6,1,280738
1385.3,1,1,306669
653.4,2,3,212393
1529.1,5,3,402308
1180.6,4,4,378540
1284.2,6,3,389776
1422.5,4,2,352936
1739.6,4,2,460835
1362.3,4,5,491705
2481.1,4,4,680809
1440.6,2,5,453035
779.0,5,4,328428
1114.0,6,1,287042
1789.8,3,5,569656
1811.8,2,3,418567
1472.7,2,5,481719
1474.6,3,2,344402
1569.5,2,5,503435
1807.7,5,5,666370
1457.1,1,3,309443
846.9,1,5,294150
1118.3,2,1,269177
1178.0,3,4,397192
883.6,3,3,270902
860.0,2,2,236457
1632.9,3,1,370435
1442.1,4,4,432206
1807.1,6,5,661897
2335.0,1,1,406338
1845.5,5,4,559147
1799.4,5,3,466805
724.4,4,5,325489
1751.7,1,2,376091
1445.2,2,1,283331
2049.5,4,2,474108
838.8,2,1,175848
1901.0,4,4,574707
1173.5,1,1,194467
963.7,5,2,287340
2480.5,2,3,587268
1504.0,4,4,457428
1411.3,2,4,378488
1199.2,3,3,357484
1309.1,4,5,470910
1266.8,4,5,471009
1344.7,4,3,369729
1394.0,6,2,376687
1339.0,3,3,385421
930.3,5,4,321506
1473.5,5,2,368080
1599.5,1,1,299244
1853.2,4,2,448277
2008.6,2,3,441607
1303.7,2,3,346215
1635.9,2,3,406736
1837.0,2,5,541427
1187.3,4,3,332298
1572.9,4,2,378585
1631.8,2,4,477666
567.0,6,1,247787
1463.0,2,4,430813
1535.2,1,3,342983
1122.7,5,3,360390
1933.6,5,3,521866
2337.4,3,1,424850
1646.1,2,1,321629
889.6,3,3,306333
1368.2,4,2,320264
1023.7,5,4,388314
2485.4,2,2,513997
1209.3,5,2,315123
1564.3,1,3,380571
2025.4,1,3,440184
1059.2,1,5,376258
1117.2,4,2,360781
2090.7,4,4,599390
2075.0,6,1,505796
999.3,6,4,400434
976.6,2,1,163592
1768.3,5,4,540381
1764.2,4,4,522982
1198.6,6,1,362362
1621.4,2,1,324830
929.7,4,3,241710
1739.5,3,2,407912
1606.1,3,2,375651
658.6,4,4,271159
1300.7,1,4,352526
1324.7,2,3,363694
1797.7,4,5,621075
968.8,4,4,350304
2037.7,5,2,474259
1510.6,3,1,288717
2007.7,3,5,650531
799.1,5,1,223420
1622.0,1,5,496665
1570.3,3,5,481189
1587.1,3,4,464764
1659.0,2,4,454351
1622.7,1,5,494689
400.0,3,3,177434
2317.8,6,1,511678
1171.1,2,4,359958
1201.5,6,2,349550
1528.3,3,2,382590
1736.6,5,1,387326
838.5,5,5,359061
751.1,4,5,361513
2236.4,6,3,589681
1325.6,1,2,277337
1648.1,6,3,515033
990.5,5,5,427036
2305.0,3,5,730676
1915.9,1,3,458224
1219.6,2,2,272355
2266.2,4,5,757875
1832.8,2,1,360627
1905.7,4,2,477707
1942.4,6,4,595479
1313.8,3,1,272510
2401.7,2,4,630127
2376.8,2,1,420124
2396.0,5,2,582545
400.0,3,4,187955
1519.1,1,4,444909
1681.8,6,3,459924
1342.3,2,2,333740
1506.1,2,2,330883
1485.8,6,4,491801
2174.0,1,4,560254
2105.3,5,5,727001
1675.6,6,2,453646
1722.7,1,4,430033
1516.4,2,5,452754
2506.8,5,4,730289
1691.8,2,1,316709
2375.7,2,5,717044
1989.3,6,2,511439
1798.7,1,5,542957
744.0,4,2,230952
2119.5,3,1,405046
640.5,4,5,342413
1408.2,6,3,449825
820.4,4,3,303443
1992.7,2,5,588007
1299.4,2,4,358617
1831.4,3,4,507437
454.6,1,5,196862
1952.2,5,4,631214
1922.1,3,4,538903
991.0,6,2,305651
1231.1,6,3,401800
2173.8,3,1,393641
1642.4,2,3,344992
1929.8,4,5,621960
620.2,6,5,351565
1421.9,6,4,503130
2018.8,3,4,587140
1140.0,6,2,376344
1180.3,3,1,289334
1499.9,3,5,480573
1121.5,1,4,306894
2217.5,2,5,709900
1867.0,1,1,310561
1503.8,6,2,408906
2559.4,1,5,738187
1448.4,6,2,418639
1758.8,5,3,409885
1050.7,1,2,252251
1489.8,6,4,477261
1857.0,3,1,398126
1840.2,5,4,532536
1057.2,2,3,284684
858.9,5,2,225515
1548.8,3,2,336935
1706.2,3,5,578959
523.5,5,3,218661
2588.2,2,5,786153
1664.6,1,2,355179
494.9,3,4,212330
1718.6,2,1,283631
702.0,3,2,214269
994.1,3,4,346158
1739.1,1,2,373601
877.3,2,4,258519
1031.1,2,1,232106
1932.7,4,2,444750
1450.7,1,3,343372
1279.6,3,4,423017
1420.3,4,5,525326
2356.4,6,3,605039
1927.2,5,4,596678
813.2,4,3,275310
2255.9,4,2,532743
1292.2,3,2,288601
1461.4,4,1,298949
1018.4,4,1,250494
1271.4,6,2,323261
1601.0,3,2,361340
1539.3,5,1,361866
2366.9,3,3,588149
934.6,5,4,350767
1427.9,6,5,594077
455.7,4,5,271899
1215.4,1,2,263086
2021.3,3,2,422920
2255.2,4,4,619884
2297.2,1,2,447575
1310.6,4,1,295881
1345.3,6,4,461417
1016.5,1,4,309473
1403.3,4,1,315169
2090.3,5,5,759968
1916.7,1,4,468231
1246.5,3,1,297018
1338.2,1,3,288852
1356.4,1,4,358486
1226.9,5,5,487740
1616.7,3,1,331754
1870.3,1,1,372458
2650.9,4,2,581069
1506.0,1,1,328431
1847.7,6,1,454407
994.9,4,1,250447
1553.3,1,4,433657
1422.2,4,3,363377
1833.1,2,3,433181
1745.1,4,3,453141
1844.5,3,3,467676
1430.8,4,3,409899
1328.5,3,2,301545
898.8,6,4,383978
1604.2,5,2,439038
1450.6,2,5,490959
2183.9,2,3,513687
1418.7,1,5,460633
1230.2,1,5,334458
1784.7,5,1,352047
813.8,2,2,251203
1644.7,3,3,432277
1188.8,1,4,333852
892.5,1,1,190216
1565.9,5,3,440518
400.0,5,2,201613
1787.8,6,4,580838
1543.6,4,4,464870
1199.5,5,5,492152
1973.6,5,3,527364
1754.5,2,3,405213
864.2,3,1,241218
1796.2,1,5,523538
1754.8,4,1,358468
1278.6,5,1,304100
1388.8,4,4,405512
2320.4,4,4,645968
1705.7,6,1,390258
884.4,2,5,340606
1564.1,3,4,454138
736.7,2,4,209117
1758.6,1,5,517686
1219.9,1,3,260758
1268.5,1,2,299499
1039.3,1,5,365232
1336.4,2,5,453178
1619.3,2,2,373860
1179.5,1,2,262231
1124.8,5,3,360883
1541.0,1,5,456924
1347.1,5,1,317494
1380.0,1,3,343423
1159.1,2,5,376857
1026.3,6,1,293678
1436.6,6,3,421564
1862.0,2,5,565996
1464.4,6,4,527528
1349.1,6,3,431037
785.8,6,1,257600
1262.2,1,1,224618
1231.9,6,3,395748
1542.9,6,2,408362
1523.1,2,5,464602
2663.5,6,3,691531
1319.8,3,1,300012
1902.1,6,4,553649
1916.5,2,2,406433
1813.8,4,2,467328
1503.5,5,5,571662
2765.4,3,4,765967
1075.9,5,4,400156
1742.6,4,5,615299
1862.8,2,3,436686
678.0,2,2,167923
794.5,3,2,205388
2117.6,1,1,411096
1650.4,4,5,573348
925.9,6,5,429982
2107.7,6,1,507875
1411.1,1,3,380227
1971.1,5,1,432012
2348.3,2,3,498833
1403.5,1,4,373317
533.0,6,4,269110
1112.1,4,4,350202
496.6,5,2,240622
1046.1,1,4,266948
2190.3,4,5,703843
1132.7,6,1,303219
943.0,3,5,341634
2273.6,6,4,670461
1400.3,1,5,409716
1611.4,2,4,415897
950.9,5,2,288250
2111.6,1,4,534043
1515.2,1,4,369142
1889.4,1,1,319016
769.8,3,4,248311
2143.5,5,2,475634
1656.3,6,1,389202
1128.9,5,3,361512
1282.9,4,2,321620
1229.7,1,1,271848
1622.6,1,3,405373
1554.2,6,3,416841
2290.6,1,5,669652
478.9,2,2,109815
1797.3,5,2,445707
685.0,5,2,266891
2755.7,3,3,645955
2243.3,5,3,555885
1473.7,2,5,507063
1706.3,6,3,470936
1529.7,4,5,552043
1186.2,4,3,324289
1128.1,3,2,294148
1475.9,1,4,384800
400.0,5,1,130072
2152.2,3,5,673652
2350.1,5,5,803985
1366.2,5,2,395193
2216.9,2,2,455298
1239.9,5,3,402985
1213.4,6,3,378828
1597.3,1,4,470748
1756.6,6,1,391013
1073.0,1,5,351078
1663.8,4,3,411510
1638.0,5,3,450891
400.0,2,2,152839
1357.2,1,2,362646
1383.2,4,1,299046
1190.0,3,1,214127
1191.6,5,4,447224
1737.2,4,3,457372
697.6,5,4,340403
2038.6,6,4,603090
1432.7,6,1,406555
2117.4,2,3,476963
1182.0,5,4,411067
1982.8,1,5,589706
1772.6,5,4,520567
605.3,5,3,243138
1406.2,3,4,378758
2766.2,4,4,765395
1922.9,3,1,375745
947.6,3,4,251692
1264.1,4,3,352938
1913.9,2,2,417689
1669.1,6,3,490166
742.2,3,1,238709
620.0,3,1,180606
1855.3,4,3,473321
1359.0,4,3,377883
2034.4,6,4,671075
1671.2,2,1,306783
1090.7,1,3,257913
1480.1,2,3,383995
1286.6,1,4,354621
1644.4,6,5,602010
1050.6,1,5,349858
740.7,2,1,223760
1419.9,4,4,444855
1071.0,4,2,284006
1972.5,5,2,474925
1380.5,6,5,555498
1630.6,6,5,680564
1311.5,4,1,326212
1580.0,6,3,412251
1803.4,3,2,441689
1619.5,3,2,363690
681.9,2,3,213586
1277.6,5,5,531539
2521.1,2,3,608385
1686.1,3,2,397870
1275.9,5,4,438089
1244.7,3,1,267867
2201.4,3,2,480564
1764.1,6,3,547174
868.1,2,1,163666
2499.4,5,1,508598
1641.2,5,2,434010
1629.4,5,2,467487
2239.9,4,1,502437
1581.4,2,3,394272
1712.9,4,3,471447
739.9,5,2,278447
1455.5,2,4,403423
868.7,2,1,222508
1240.6,1,3,287113
1624.8,1,4,394400
400.0,3,5,244085
1662.3,1,3,383013
1919.4,4,2,472052
583.9,5,3,257454
1160.3,2,3,284213
742.9,2,4,284903
1759.5,4,1,395926
1248.7,1,4,362361
2062.0,5,1,416129
844.1,1,4,234830
1598.5,2,1,307658
1082.2,2,4,327505
1508.3,2,4,476021
1336.0,4,4,396272
1851.5,5,4,569994
1644.1,5,1,351655
2073.9,3,5,642425
1451.7,5,5,546152
1043.5,5,1,290144
1806.7,2,1,292041
1462.9,5,4,443065
1366.9,3,2,317601
1670.1,1,3,378485
1120.7,6,3,350933
2390.2,5,5,789332
2025.5,2,3,464271
1682.8,3,1,362727
1627.9,4,1,362902
1521.0,6,4,513373
1240.4,1,5,423553
1752.9,2,5,575025
1288.2,2,3,321463
2320.9,6,2,523243
2217.6,4,2,496538
1610.3,1,2,302012
1962.6,6,4,628969
747.7,6,5,443963
1583.0,1,5,493055
623.7,2,4,245869
1551.8,3,3,376241
1097.4,1,4,311699
1952.6,4,1,404104
1540.2,2,3,356017
1313.3,4,2,334695
1321.6,2,1,245151
401.6,5,1,195024
1941.9,3,5,616956
2189.3,3,1,409020
1889.9,3,2,429195
1251.5,6,1,344861
1065.7,2,5,399274
662.3,5,3,245809
1306.5,6,3,410736
400.0,5,3,237839
431.3,5,2,171757
1983.5,4,3,507009
2300.8,2,5,698174
1188.9,5,2,309439
1735.6,2,5,576942
1253.2,6,5,519813
2088.8,5,1,479032
1613.6,4,3,405373
1808.2,1,5,480523
591.5,6,1,206193
1453.2,5,1,354007
1236.7,2,1,247287
2185.3,4,2,497926
1227.1,1,2,268224
1375.5,6,3,401839
570.2,2,3,255522
1576.6,6,1,376947
1551.5,1,3,343912
1355.3,1,3,387810
2137.1,1,1,366540
1510.0,3,3,394670
1185.4,3,4,357811
1099.7,3,1,223842
1874.6,4,3,507405
689.5,6,1,237204
1168.5,4,5,422108
1436.6,5,5,599681
1294.8,5,4,442950
1463.3,6,3,475352
2065.6,4,2,509568
1364.8,2,5,414234
1001.7,5,3,350187
2269.5,1,5,689767
1361.4,1,2,298038
1711.7,5,2,455790
2239.0,6,2,530713
1140.1,2,2,312826
2391.9,3,1,452080
2391.7,6,1,552939
1134.6,4,4,396205
1213.6,5,3,384177
1867.8,6,3,490880
2224.9,3,1,475348
1914.5,3,5,600400
1479.4,2,1,344245
1767.5,1,1,340552
1856.4,3,1,389223
1657.2,6,4,534389
1274.7,4,1,290267
1908.9,1,4,449199
1369.1,3,5,501806
555.4,5,1,209432
818.7,4,5,404020
2148.8,4,2,483857
966.7,6,4,443611
1554.4,6,2,394128
2140.6,6,2,532799
1590.5,2,2,371885
2652.8,4,3,652469
1453.2,5,3,412258
1090.0,2,3,256411
780.1,2,4,260913
575.6,1,2,140225
2273.6,1,5,712733
943.8,1,1,211905
695.6,1,4,221952
1321.8,2,3,372925
1208.9,6,3,412614
1168.6,4,1,235608
2148.4,6,3,604477
1613.5,1,2,352185
1937.5,4,4,575956
2648.0,1,5,762544
1104.3,4,4,365232
1616.7,4,4,467011
805.0,6,1,277172
2270.3,2,2,464533
1397.9,5,2,356444
400.0,3,4,273678
834.5,5,4,327771
2245.4,2,4,573384
587.8,2,1,171799
1450.6,3,5,494066
1747.8,5,2,473029
1782.3,5,2,455465
2780.1,2,4,713191
1460.9,5,1,365523
1018.3,1,2,242830
1061.5,1,3,244955
2082.9,3,1,423204
400.0,2,4,143917
1617.2,2,2,326990
2321.5,4,4,635433
1545.2,4,4,469992
2158.7,3,1,428621
429.6,6,2,146584
2138.1,6,1,460333
1602.5,5,3,411327
1230.1,3,4,397033
1238.1,5,2,331774
2371.4,4,3,576367
1083.6,1,3,241036
1109.5,3,3,327061
2307.3,2,2,445379
1650.1,4,2,391303
1748.2,3,4,485090
984.6,1,5,369592
977.0,3,4,277156
2379.9,3,2,551591
1667.1,2,3,394680
1485.9,3,1,310669
1333.0,3,2,354841
1419.5,2,1,312219
1103.6,6,3,375546
1692.2,3,3,441919
1162.5,5,3,318268
1285.3,5,5,481817
1727.3,2,3,428229
2201.6,6,2,508517
2111.2,5,5,726389
1167.9,6,5,495638
1387.2,3,3,334323
644.4,6,4,344396
1804.7,5,4,574747
1861.0,2,1,357617
1494.3,6,1,407982
2124.4,5,2,465278
1189.3,1,5,358420
1534.6,5,3,417680
905.9,2,1,199245
1418.6,2,5,461894
1246.8,4,4,430303
1788.1,4,3,523168
1296.8,6,4,480297
2083.6,1,4,530415
636.7,1,2,200288
1770.2,6,5,667306
400.0,1,3,134192
1430.8,6,4,503158
2079.2,1,5,621351
1433.6,1,4,406545
2096.9,2,4,501852
989.3,5,1,282310
1577.4,6,1,385594
1076.8,6,3,360341
2226.7,2,2,491271
1062.8,1,2,259937
998.0,3,2,250117
2121.1,5,1,453781
858.8,3,1,230262
1072.3,4,2,291739
1762.4,1,4,435158
1598.8,3,4,468492
1135.0,1,4,352121
1429.0,3,1,302186
2381.4,1,1,442809
979.6,3,1,294699
1486.9,1,4,340311
1340.0,2,4,405774
1987.3,5,2,457990
870.6,1,3,209370
1147.1,4,3,332410
1319.0,4,3,354925
1142.6,1,4,332588
1701.1,3,1,320357
1834.5,1,5,568787
1695.8,5,1,409766
600.9,5,3,211040
1317.8,3,3,315996
1360.6,2,4,375156
911.5,6,3,359239
1042.2,4,2,271402
2369.5,5,5,797279
1887.1,1,1,312026
877.8,4,1,213628
1809.4,1,5,515541
1774.1,3,1,343138
1092.2,5,4,393147
1729.1,1,2,363529
1251.6,1,3,308480
574.2,1,1,105575
1260.5,3,3,377032
944.5,5,4,355493
1179.2,1,2,289935
1742.6,1,2,381316
1743.1,6,2,467468
1679.2,1,5,542640
1643.9,4,5,558424
960.0,2,2,252728
1096.7,6,3,305869
2074.9,6,3,569933
2386.2,5,4,699421
1492.3,5,4,466016
1646.8,2,1,329445
2559.7,5,5,798290
1284.4,1,3,279649
1580.7,5,1,363699
1167.1,6,2,316197
437.2,5,4,297784
1201.6,2,1,267962
1685.8,6,1,395166
708.3,5,2,253370
1747.7,1,3,409147
850.9,6,3,291413
1188.6,1,3,300969
1400.0,4,2,364086
1035.7,6,4,390671
1513.0,5,4,502656
1441.1,3,3,371607
1532.9,1,3,369402
2234.0,6,2,570472
1088.2,4,3,327194
1736.0,4,5,647920
1124.0,4,3,324299
1505.1,5,3,403904
