StudyHours,AttendancePct,PastGrades,FinalExamScore
12.5,90.3,78.0,92.6
12.1,74.7,59.7,72.1
7.4,88.0,96.2,86.2
18.9,87.7,59.6,97.8
7.3,76.4,62.5,72.7
7.3,77.6,58.1,63.7
6.0,78.3,72.6,68.4
5.3,85.7,39.4,54.5
3.4,80.7,60.8,64.5
5.4,100.0,35.8,49.2
5.5,71.0,44.3,54.2
9.5,76.0,48.7,68.5
6.5,71.7,71.4,71.0
11.4,83.9,44.0,70.7
3.9,96.1,74.4,80.1
5.1,93.1,100.0,93.9
21.1,86.2,51.0,69.0
7.3,82.0,72.8,63.7
6.2,83.1,84.4,76.2
10.6,99.1,66.3,89.6
12.2,93.8,44.0,74.0
10.4,70.3,71.4,61.0
14.0,90.2,54.5,80.7
5.6,83.7,65.7,70.2
6.0,68.6,59.7,63.7
8.0,81.4,62.2,73.9
4.9,94.9,25.1,49.4
11.2,87.7,43.1,69.0
4.4,72.6,80.2,78.6
6.5,94.2,42.3,60.7
4.4,86.9,68.5,71.4
18.3,90.9,57.4,94.8
5.4,69.8,70.4,70.2
12.3,73.7,69.1,75.1
10.5,90.5,54.5,77.9
8.1,84.9,80.9,75.6
11.1,91.9,86.5,93.2
10.9,86.1,67.7,92.8
11.8,92.1,48.6,83.7
15.4,59.9,94.1,91.2
15.2,78.0,50.2,67.9
1.8,83.8,73.1,76.3
7.7,96.8,79.8,93.5
5.4,80.9,50.8,62.0
5.9,86.6,94.1,85.0
2.8,93.1,62.6,70.7
4.7,73.6,89.9,79.2
18.8,81.2,35.3,80.5
10.9,78.8,57.0,78.5
5.2,80.2,36.5,54.1
12.7,73.5,47.8,52.4
15.7,75.2,97.7,92.0
1.9,97.5,66.1,69.0
3.3,78.8,78.0,72.8
5.3,67.4,33.0,54.5
11.5,83.8,50.8,70.6
17.8,79.1,80.5,81.5
12.4,89.5,86.7,84.4
5.7,98.1,62.4,67.4
7.2,94.9,66.1,71.6
8.1,93.0,56.4,65.5
5.9,80.7,69.2,68.1
1.1,100.0,60.5,54.6
3.8,85.6,66.9,68.1
6.6,84.0,77.8,69.8
6.4,85.9,80.4,70.7
15.8,87.7,75.5,98.0
10.2,83.8,93.5,91.6
8.5,83.6,72.5,69.7
11.2,81.2,93.6,94.0
3.2,72.2,87.2,63.7
2.0,74.0,62.0,62.4
11.1,83.0,80.6,79.6
14.4,97.2,56.7,74.1
8.7,73.4,57.3,62.9
7.3,100.0,58.3,77.1
5.9,75.1,55.9,72.5
4.1,96.6,61.2,69.3
8.0,89.2,79.4,84.9
4.8,77.0,57.3,57.0
8.6,75.5,43.0,70.0
8.9,89.6,27.8,72.5
22.5,89.1,82.7,100.0
5.7,100.0,60.8,58.8
5.5,98.8,53.0,65.2
9.8,91.6,44.8,65.5
8.6,88.5,84.2,93.3
7.7,85.4,38.6,64.6
19.1,70.3,61.1,93.8
5.4,69.4,80.8,57.9
15.5,89.3,48.1,85.4
11.8,98.9,52.4,86.2
5.3,86.0,56.2,85.2
4.4,65.4,76.4,64.9
8.9,100.0,68.9,77.6
31.6,91.5,81.3,100.0
8.2,81.7,73.3,82.6
19.4,100.0,76.4,93.1
2.1,70.0,58.0,61.8
6.2,78.6,80.1,70.8
9.3,76.4,100.0,81.6
4.3,78.8,66.8,68.2
4.8,88.8,74.6,67.4
3.6,84.0,63.6,56.5
2.0,80.8,78.3,69.2
17.6,98.3,62.4,86.2
8.2,63.0,33.1,38.1
4.3,100.0,81.8,80.7
2.2,86.0,68.9,52.4
3.9,60.0,74.8,62.0
8.2,90.5,65.2,76.5
3.9,83.9,76.5,60.5
1.6,74.4,51.6,72.5
4.7,78.7,81.8,71.8
5.3,84.5,65.4,70.5
7.3,85.0,41.3,53.9
9.5,87.5,47.6,61.6
8.0,73.9,66.7,76.4
10.2,80.2,70.3,92.7
3.0,90.5,80.9,84.1
8.0,88.5,70.0,76.0
13.1,91.4,80.1,84.9
12.3,85.3,84.7,86.6
5.0,85.2,49.2,65.0
4.0,98.7,36.7,62.7
6.2,82.7,48.0,57.3
13.4,100.0,73.8,93.1
8.5,73.8,66.4,73.8
22.7,74.4,28.6,65.4
25.9,100.0,69.9,100.0
11.6,77.1,73.0,60.3
13.4,77.5,57.1,82.0
4.0,74.1,74.4,54.5
5.0,93.7,64.7,63.5
8.4,93.1,47.6,62.7
3.9,89.8,29.5,30.7
3.4,82.8,47.1,66.8
9.5,72.6,62.8,68.9
12.7,70.5,62.2,64.9
12.2,79.8,54.7,70.9
13.8,86.4,62.4,95.2
3.9,84.3,73.9,72.5
4.1,92.5,54.3,55.4
3.4,83.2,80.7,78.1
5.0,96.6,61.3,81.9
6.6,70.1,73.6,84.3
10.7,82.5,76.5,72.2
5.4,78.8,76.8,61.7
6.9,84.5,82.6,66.9
7.8,98.7,45.6,80.8
14.9,71.9,48.8,75.7
2.0,89.8,68.4,66.9
3.2,100.0,56.6,85.8
8.5,88.2,67.2,59.5
16.0,97.9,73.9,78.7
7.3,74.7,72.7,52.6
22.5,93.1,37.5,90.6
4.4,62.7,52.0,52.0
6.1,89.7,69.1,86.8
10.2,74.2,47.9,62.4
0.8,74.4,81.8,67.5
18.6,63.3,75.3,94.7
18.1,87.5,78.6,92.8
9.7,78.8,73.3,84.0
10.2,95.8,57.1,76.2
6.9,92.5,67.4,63.6
14.3,90.0,100.0,95.2
9.3,94.8,67.3,75.7
8.6,86.3,51.6,80.4
5.8,100.0,61.0,67.0
12.2,86.4,73.8,90.8
6.6,89.9,67.8,86.3
15.4,93.5,69.7,82.1
18.0,71.7,55.4,99.5
9.9,88.9,61.3,67.1
8.6,78.9,91.6,91.7
6.6,84.1,68.0,81.4
11.1,79.8,53.6,62.2
15.9,86.8,89.5,86.0
9.6,78.0,69.8,74.5
9.5,74.3,45.2,50.0
7.0,74.8,79.1,79.4
1.2,89.6,65.2,64.8
8.9,98.0,66.8,77.6
13.7,90.3,58.2,99.2
4.8,94.6,64.3,63.0
13.1,92.9,15.4,67.6
6.9,81.3,43.1,65.4
6.6,88.0,83.8,80.9
4.1,85.5,63.6,63.1
7.5,89.5,69.3,57.6
7.8,76.2,62.6,62.7
11.9,99.1,64.5,83.3
2.1,92.1,45.1,64.5
3.8,71.9,82.8,63.5
9.6,79.9,96.4,95.0
13.2,97.0,51.5,75.9
12.1,85.4,56.8,75.4
2.9,100.0,51.3,64.1
7.9,73.6,37.0,55.6
2.9,84.6,96.2,70.6
6.3,100.0,61.5,86.6
4.0,89.1,67.1,80.2
9.1,89.0,49.4,70.5
6.7,93.5,63.0,83.7
9.7,100.0,78.0,81.7
7.1,88.9,67.5,70.4
15.9,74.8,60.2,83.3
8.0,79.9,77.5,78.7
8.0,91.6,59.6,76.7
8.3,84.7,63.2,66.0
9.3,89.7,51.9,67.5
15.0,86.2,62.1,71.5
3.3,73.9,39.4,67.9
8.7,82.0,86.2,81.2
24.0,94.5,49.5,95.5
6.8,68.9,67.7,74.3
6.2,98.5,46.0,63.3
20.3,81.4,47.1,76.2
15.9,87.5,68.4,70.0
10.2,86.6,59.9,81.7
3.7,75.1,39.5,51.0
11.4,89.9,69.6,85.7
7.8,77.6,83.3,64.4
9.8,98.0,47.7,72.0
5.9,91.3,53.6,55.8
5.2,86.6,75.8,59.7
20.4,100.0,67.2,91.9
11.2,73.2,53.4,64.8
7.8,87.7,74.0,87.7
8.3,95.4,60.8,80.9
4.2,88.8,73.3,76.5
11.4,98.3,92.4,90.0
7.5,85.9,86.6,79.8
17.4,84.7,56.0,81.1
8.7,96.4,59.5,74.2
25.6,74.1,60.5,93.4
7.4,100.0,75.3,96.4
15.1,85.9,66.7,86.7
1.0,91.1,71.0,64.6
10.4,85.1,52.1,69.7
23.6,69.8,64.5,91.8
7.9,81.2,44.6,69.4
1.7,71.3,67.8,50.0
2.8,81.5,53.0,54.6
5.2,100.0,48.0,65.4
20.5,87.7,65.9,100.0
4.7,82.6,66.7,63.8
2.7,100.0,57.3,61.3
7.9,95.2,63.7,73.2
8.1,97.0,53.7,79.3
11.4,100.0,54.2,94.9
7.6,80.2,53.6,54.4
6.5,89.7,70.4,77.0
11.3,74.8,66.9,79.0
3.4,71.2,31.2,42.9
6.8,97.6,85.5,72.9
16.9,93.7,32.5,65.3
3.1,75.6,49.9,53.1
10.6,81.0,80.1,82.6
15.7,81.0,58.7,77.2
15.7,82.4,74.8,88.3
3.2,63.5,72.7,67.4
9.8,78.3,53.8,66.0
4.1,90.5,77.7,66.7
13.6,93.0,71.2,100.0
12.0,74.1,66.5,76.6
3.9,80.8,63.4,61.7
5.2,74.6,99.7,85.5
10.2,87.4,59.8,86.3
7.7,87.2,78.7,79.0
6.2,78.5,80.2,75.3
6.1,89.6,82.5,74.6
3.2,83.9,85.3,66.0
2.6,100.0,65.8,73.2
15.8,81.7,65.4,81.6
13.3,93.2,81.4,83.7
13.4,100.0,57.3,89.8
6.3,90.7,53.9,71.1
6.5,89.9,75.5,61.7
10.6,87.3,50.5,79.8
7.5,80.8,60.7,78.5
6.9,57.6,64.1,55.0
7.2,88.4,63.2,76.7
8.6,84.2,66.0,78.1
4.2,90.6,76.7,71.8
11.1,81.5,87.4,85.1
17.5,81.9,53.7,72.4
21.7,66.3,69.1,86.2
16.2,85.2,64.2,73.4
7.6,87.3,68.3,72.8
11.6,68.0,61.8,69.8
9.8,83.2,52.5,69.2
8.8,88.1,71.9,76.9
4.1,62.1,54.4,49.6
7.0,100.0,72.1,78.6
1.2,88.7,78.1,85.4
9.0,81.6,44.6,48.1
2.5,80.3,75.4,66.6
3.2,71.4,52.9,57.0
8.3,89.4,30.0,62.2
4.9,95.3,70.2,64.9
11.3,71.5,64.1,87.2
9.4,96.0,70.3,60.1
19.0,82.8,59.7,94.7
14.8,82.4,40.4,74.7
4.6,100.0,77.1,86.2
12.8,83.5,58.3,70.8
5.0,92.4,82.2,76.7
12.9,87.2,54.7,81.3
15.4,68.0,81.7,81.5
5.0,74.2,48.1,63.7
9.8,88.5,56.4,73.5
12.4,81.6,60.8,68.3
4.0,83.4,63.4,55.3
6.6,88.4,58.8,70.7
6.7,65.0,85.7,77.1
5.6,74.2,68.1,58.3
3.0,83.5,72.2,53.9
5.9,78.8,74.3,88.5
7.1,78.2,79.5,81.6
4.3,93.8,85.5,75.4
14.9,81.8,71.0,94.1
6.7,71.4,39.9,77.2
6.4,100.0,72.9,83.5
6.9,92.3,42.0,64.3
11.8,96.9,72.3,88.9
3.1,76.0,48.4,64.3
5.5,82.9,68.0,72.9
14.7,63.7,60.1,73.6
4.3,90.6,79.9,64.4
7.4,97.8,72.0,85.0
3.6,76.6,34.2,51.8
14.8,70.7,67.4,77.9
3.8,72.6,84.7,74.3
3.1,91.0,66.9,65.0
5.7,99.0,77.4,88.0
2.6,97.6,64.8,65.5
7.8,84.3,57.4,63.0
10.1,64.8,78.8,77.9
18.7,100.0,57.6,92.5
3.9,71.0,65.0,59.2
9.7,83.7,33.4,68.7
11.0,90.2,64.8,89.9
5.7,66.7,65.8,71.6
28.8,96.3,66.1,100.0
11.3,99.1,63.2,67.1
6.3,81.6,58.4,54.2
5.2,78.1,50.1,64.7
3.2,92.7,71.0,67.0
12.7,87.3,65.8,85.6
19.6,97.4,66.7,100.0
17.1,91.3,76.7,92.4
9.3,100.0,78.2,91.9
27.9,83.7,43.5,81.9
11.4,80.6,70.3,83.2
17.5,89.2,79.9,88.2
35.4,83.7,70.3,100.0
8.3,85.5,70.9,85.5
17.0,88.7,55.8,91.5
14.7,90.4,75.4,92.5
6.0,77.6,36.4,66.5
4.4,73.9,66.8,64.4
5.3,70.2,44.7,63.6
15.6,89.8,70.0,89.7
14.3,90.1,51.2,89.7
11.0,89.3,85.4,76.2
8.0,85.3,61.5,74.6
18.7,88.5,56.8,87.8
3.1,74.6,58.7,63.7
10.0,100.0,87.4,93.6
10.3,84.6,68.9,71.5
11.9,90.3,56.4,72.1
3.9,88.9,75.8,80.6
7.3,75.5,71.8,84.1
4.6,93.6,65.7,64.4
3.6,73.6,65.5,55.3
12.9,91.8,67.7,100.0
12.6,87.7,66.6,84.3
3.1,87.5,67.4,65.0
4.4,75.8,79.3,65.7
5.1,88.0,49.2,69.6
15.1,81.3,57.3,76.4
14.6,79.4,81.8,88.3
7.6,83.5,76.1,100.0
9.1,89.4,61.1,77.7
15.1,93.1,79.7,80.4
13.9,67.9,53.3,73.1
19.8,69.7,39.2,85.7
5.1,100.0,46.5,62.9
17.1,72.7,61.9,94.5
7.0,92.5,57.3,61.6
12.2,89.5,76.3,100.0
5.0,85.1,83.5,82.9
13.7,84.2,72.1,99.0
5.2,84.8,65.5,71.5
3.9,71.5,51.8,52.7
6.6,94.1,68.1,60.6
11.9,91.1,81.9,80.0
16.3,85.6,69.6,72.5
6.7,92.5,67.0,75.8
14.6,82.8,60.8,81.4
10.7,88.7,33.8,81.5
24.8,75.7,82.1,100.0
12.9,85.4,58.5,84.8
19.0,92.8,71.4,88.1
4.2,86.3,34.3,66.8
6.1,90.3,66.0,71.9
8.2,86.2,64.0,70.2
7.7,89.6,64.7,63.4
21.4,74.5,81.0,93.3
9.5,87.3,67.5,64.1
7.4,80.5,89.1,72.0
20.2,84.7,58.0,93.5
15.4,82.8,45.1,75.6
2.3,76.3,64.0,63.6
8.8,92.4,80.6,79.3
9.2,84.9,41.0,72.7
3.7,76.4,60.9,55.9
1.2,77.9,52.1,54.0
16.4,100.0,84.2,93.0
2.8,76.4,92.1,69.4
8.4,88.5,61.1,70.7
2.9,95.2,29.4,54.2
8.5,85.6,63.2,78.4
7.4,63.2,68.6,62.4
5.9,83.1,41.2,63.3
11.5,86.0,75.7,84.2
4.5,92.9,89.4,71.8
6.6,100.0,84.4,89.6
14.1,65.9,72.1,83.5
10.6,90.6,80.6,89.5
15.2,82.0,63.3,80.7
4.3,88.7,52.8,71.7
15.1,100.0,75.4,100.0
16.6,83.8,79.6,76.3
10.6,79.1,50.1,78.4
5.9,88.1,58.6,64.4
5.1,79.6,73.1,56.1
5.1,90.5,94.8,93.4
5.5,84.4,55.3,54.7
16.2,84.8,75.3,87.2
4.8,94.4,44.6,63.7
14.0,91.8,74.8,78.7
4.3,99.0,60.0,78.5
10.2,87.7,48.0,71.6
3.2,87.0,52.9,71.7
3.3,56.7,88.0,59.5
4.0,80.9,65.5,66.7
12.5,95.1,40.6,66.1
4.8,76.5,57.1,56.8
12.4,89.3,96.9,84.8
7.1,82.3,38.9,69.1
8.3,80.3,69.2,72.8
19.5,69.3,100.0,92.7
7.2,69.1,46.5,58.9
12.8,72.5,65.5,88.6
4.2,94.4,59.5,67.7
13.1,98.7,83.5,100.0
26.4,83.2,66.6,98.7
7.1,96.6,76.2,87.3
6.2,93.1,57.2,67.4
6.8,93.7,51.7,64.8
5.8,76.2,73.2,64.5
7.6,83.7,59.9,77.0
11.2,80.7,60.8,84.3
5.9,92.6,41.7,55.4
7.2,72.3,40.0,64.5
10.1,83.7,53.1,59.9
9.7,69.9,64.3,69.6
8.6,89.5,82.3,85.5
5.7,73.9,68.8,60.4
9.7,72.8,74.4,81.3
8.9,61.7,57.6,65.1
9.1,100.0,29.5,63.9
9.0,84.5,83.4,73.5
10.4,88.7,97.6,79.5
4.4,73.7,59.2,65.5
9.7,88.9,73.1,78.4
9.3,79.3,52.4,59.2
10.4,73.7,72.2,73.0
1.1,83.1,36.2,56.1
19.1,77.2,74.9,89.5
9.7,83.8,100.0,89.4
12.6,58.6,57.9,63.5
3.2,94.8,73.8,78.8
8.3,89.3,86.0,73.6
8.4,90.5,61.0,74.9
6.3,86.3,55.4,63.5
10.9,84.1,53.3,75.7
9.3,88.1,54.1,69.6
9.7,78.4,38.9,62.9
14.3,78.4,43.3,72.0
14.7,90.5,63.9,65.8
6.3,68.9,74.8,69.2
3.9,81.4,99.1,79.4
11.7,84.5,86.6,93.1
6.6,81.5,45.5,48.7
5.4,83.0,55.0,63.4
13.3,67.3,49.7,63.8
6.1,100.0,69.1,92.9
13.8,74.7,61.1,71.8
18.5,77.7,87.1,87.0
2.8,78.4,48.7,59.8
22.3,97.8,93.3,100.0
11.4,93.5,74.7,72.6
4.4,90.3,78.2,70.0
4.8,77.2,63.9,69.2
18.5,91.3,58.0,87.6
6.7,88.6,66.3,75.6
8.7,98.3,46.5,73.0
14.2,96.6,74.4,91.9
8.5,91.7,45.5,65.7
8.8,83.8,64.9,83.4
14.9,77.1,57.0,71.4
11.2,75.5,62.6,74.6
13.7,73.3,62.4,79.2
10.4,87.4,60.4,86.1
14.2,100.0,64.7,72.7
4.4,100.0,48.0,73.9
2.5,90.0,52.1,46.2
5.5,94.6,52.5,63.8
31.9,73.8,53.8,97.6
5.5,78.6,80.3,92.0
2.7,68.3,58.5,69.0
9.5,84.5,58.0,72.5
14.7,85.5,54.4,85.6
4.9,78.4,81.3,56.8
9.5,79.1,53.5,67.9
9.5,90.9,53.8,67.5
9.0,100.0,70.7,75.0
9.9,100.0,96.4,99.5
10.7,92.7,49.0,56.4
19.1,92.0,78.6,100.0
2.9,96.5,63.1,72.7
11.1,91.2,68.0,93.1
2.5,80.9,58.9,66.4
9.6,81.4,60.2,58.3
10.3,77.2,67.8,79.8
13.6,71.8,70.8,76.0
3.3,89.6,36.9,54.9
7.6,87.5,67.6,75.7
4.9,73.8,59.8,71.0
17.4,95.0,58.0,99.8
9.9,74.7,60.3,84.1
8.1,70.5,56.6,71.1
6.1,71.1,65.8,67.8
5.5,92.2,65.2,68.6
22.9,85.1,72.0,100.0
15.2,58.8,70.9,81.5
7.3,80.9,64.7,68.9
7.6,71.6,65.6,82.1
14.4,57.8,59.7,90.7
23.7,86.8,53.7,80.8
12.3,81.8,64.0,97.3
6.2,96.6,52.5,78.7
1.2,82.6,70.0,53.6
4.7,91.2,60.1,75.8
5.1,100.0,95.7,81.1
3.1,84.7,72.0,68.7
8.9,91.7,64.4,67.8
14.3,94.2,75.1,100.0
10.0,84.1,56.0,59.3
2.0,94.9,88.4,62.8
7.6,100.0,75.3,81.9
10.2,82.6,65.2,78.5
3.8,76.2,78.5,77.1
9.4,90.2,85.0,71.5
5.9,94.5,85.6,71.0
13.7,79.5,80.1,92.6
8.3,73.5,41.3,48.4
5.1,79.2,57.9,57.6
15.8,89.9,68.8,90.1
8.7,79.3,51.7,66.9
15.4,72.3,38.9,83.5
20.5,84.9,35.8,71.7
3.0,90.9,77.5,85.3
11.6,94.5,30.5,74.2
7.6,100.0,59.3,80.8
3.5,89.9,40.0,54.9
1.7,97.9,68.6,78.0
7.0,83.0,66.3,78.9
16.8,79.4,83.1,98.9
22.7,88.6,69.3,100.0
14.1,81.5,74.5,92.0
7.7,100.0,68.5,71.7
6.5,71.7,34.5,55.5
8.8,100.0,46.6,61.7
2.5,75.5,92.0,72.5
13.7,92.9,62.9,82.6
4.0,93.9,54.1,59.6
6.5,88.0,69.7,83.1
7.7,94.4,95.4,89.8
3.7,86.6,79.9,74.1
9.9,77.8,84.1,91.9
3.3,70.1,78.0,82.9
10.2,79.6,72.3,68.5
13.3,90.0,64.9,68.2
23.8,78.0,86.1,100.0
14.3,54.0,57.1,61.9
4.0,90.5,38.1,42.0
7.0,90.9,62.7,85.8
3.6,84.6,65.2,78.1
9.3,70.0,62.4,70.4
7.5,86.6,54.9,62.0
6.2,74.0,47.2,56.8
6.9,76.4,55.4,65.0
8.4,83.1,59.1,72.3
8.0,73.2,75.4,92.6
14.5,76.6,56.7,74.5
10.0,78.3,72.8,87.8
9.1,95.0,49.1,72.9
8.9,97.3,59.1,67.5
11.2,84.1,81.3,93.6
9.7,82.9,63.9,68.4
17.2,86.2,72.4,86.0
6.3,91.7,45.8,61.5
1.1,76.2,72.1,71.0
3.9,74.6,73.3,54.9
6.1,80.2,62.0,72.7
7.7,89.5,92.8,62.2
5.6,86.2,71.1,87.2
7.0,85.5,60.4,82.9
12.2,85.2,75.3,75.3
10.4,100.0,83.5,91.1
6.3,87.2,86.2,88.5
13.0,83.0,72.1,76.9
9.9,89.2,55.3,54.9
6.3,76.3,87.4,86.8
10.1,80.9,58.9,75.8
11.3,98.7,53.8,76.9
3.9,92.1,68.6,76.2
2.7,95.5,70.3,80.4
1.9,82.1,72.4,65.8
4.9,98.4,57.6,72.4
15.7,78.1,56.5,71.7
22.4,64.9,84.3,93.1
16.1,78.4,40.9,83.0
13.3,78.2,60.6,88.9
7.3,99.7,77.5,73.1
18.9,74.0,40.6,98.1
5.5,94.0,62.7,69.2
9.7,87.4,60.4,71.4
4.0,76.5,54.1,72.0
5.7,93.0,49.8,69.1
11.9,82.8,66.5,72.0
4.8,88.5,96.4,75.7
3.8,87.3,57.0,71.3
4.6,95.5,67.1,67.0
9.5,90.0,52.3,64.3
9.0,72.5,77.0,77.8
8.3,82.5,72.6,69.2
12.8,55.5,63.6,60.6
5.5,95.8,32.1,51.2
12.0,77.6,81.3,89.9
4.4,100.0,66.4,75.3
7.4,87.7,75.6,73.6
4.3,85.8,59.2,56.5
8.5,88.3,61.7,58.9
11.8,79.7,72.6,75.6
17.3,88.7,49.9,86.4
2.3,95.2,69.7,62.6
2.0,70.1,72.0,60.9
7.8,89.1,63.6,82.4
8.5,85.3,70.0,77.1
16.1,91.8,63.6,86.7
13.1,73.7,42.9,76.3
5.9,97.1,60.2,85.6
6.1,88.2,85.6,74.4
2.4,79.4,70.9,67.7
8.5,85.3,35.2,67.4
9.4,87.7,82.0,75.6
9.8,94.7,52.7,80.9
9.5,82.3,64.4,75.0
2.1,94.5,80.1,67.3
8.8,90.2,67.6,75.6
4.6,93.3,69.2,64.4
8.5,100.0,91.3,100.0
8.6,82.9,71.0,87.4
13.7,72.8,64.6,80.3
14.5,85.3,41.3,70.7
12.4,92.2,54.6,70.6
4.2,76.4,91.8,81.2
8.5,82.8,53.6,77.3
9.4,81.1,87.1,86.8
15.1,74.5,45.3,64.3
4.1,83.5,50.4,49.6
3.5,100.0,37.0,51.1
16.8,68.2,73.1,81.1
4.6,58.9,61.2,46.7
7.2,88.7,53.4,76.0
6.6,98.0,54.7,73.9
6.7,88.4,67.8,64.2
7.4,66.6,68.3,73.8
2.8,88.1,3.5,42.1
13.4,70.0,78.0,100.0
11.3,90.3,78.5,80.6
3.2,91.8,72.6,68.4
5.3,85.4,67.3,69.8
11.0,82.1,81.3,85.5
10.2,88.5,69.5,85.9
10.5,82.1,83.6,80.3
1.3,67.0,68.0,65.7
14.4,74.6,35.6,65.4
2.3,69.3,51.8,58.3
16.7,78.3,90.0,100.0
11.5,77.4,52.3,65.6
9.1,82.8,60.5,64.8
7.9,100.0,90.6,77.6
5.4,91.7,68.6,57.8
5.8,83.4,85.5,67.8
5.2,91.5,39.2,66.1
10.4,96.5,74.8,83.9
6.0,88.4,67.4,67.3
6.3,82.4,70.1,78.2
5.3,85.3,65.0,52.2
6.0,94.0,80.5,89.7
4.0,100.0,77.8,76.2
18.9,88.8,63.0,88.2
7.6,81.5,61.4,77.3
11.4,91.7,83.8,83.1
7.5,91.6,46.6,67.4
11.1,65.6,59.8,70.6
3.8,87.7,71.2,76.0
3.9,69.6,79.6,92.6
2.7,93.8,57.1,65.6
18.2,75.5,45.4,94.2
4.5,90.9,71.9,69.3
8.7,100.0,72.0,74.8
13.2,79.1,57.8,95.1
4.3,91.7,67.6,68.8
19.3,81.2,78.1,98.4
11.0,90.0,66.4,80.0
6.9,69.8,52.8,60.9
4.2,72.0,77.0,65.7
3.0,88.6,58.4,54.1
9.3,98.3,60.8,72.9
6.3,93.9,58.8,79.2
2.0,81.7,85.3,69.7
16.1,67.3,70.0,79.6
3.7,100.0,66.1,84.3
10.8,93.1,36.0,65.8
7.4,92.6,97.3,98.0
8.0,88.4,45.9,62.8
33.1,90.6,66.7,100.0
16.5,69.5,40.3,73.4
11.2,79.1,56.8,77.5
9.5,84.3,52.3,66.4
8.0,80.2,100.0,97.3
12.6,74.5,74.1,75.5
3.6,71.8,57.6,61.5
6.5,74.2,75.5,76.8
14.2,88.2,73.4,92.3
3.4,97.3,51.4,62.0
7.9,94.8,67.7,70.2
4.4,92.6,71.0,79.9
2.5,92.5,66.0,62.7
11.5,80.3,64.9,83.3
8.8,88.4,72.0,69.5
9.0,82.9,79.0,76.5
7.1,98.4,75.5,72.6
5.7,100.0,78.9,74.2
6.6,84.8,54.1,56.5
12.7,78.0,55.3,78.5
8.0,75.4,84.8,70.5
4.8,97.8,44.8,69.5
5.2,70.9,37.5,51.6
1.4,88.0,83.1,70.1
10.4,87.9,77.1,85.1
11.1,80.2,44.0,72.5
14.7,96.4,46.6,85.1
4.0,87.6,73.7,79.9
3.0,73.0,45.1,40.6
2.3,86.9,77.0,73.2
3.0,74.6,37.9,40.4
6.6,90.5,39.6,55.1
8.7,70.6,57.7,74.8
2.5,98.0,52.0,57.5
5.6,92.9,85.3,79.2
21.6,87.6,59.6,97.3
19.4,80.9,77.7,87.3
12.2,78.4,48.1,60.8
13.6,73.7,80.6,87.0
17.0,87.1,71.3,83.6
7.4,69.7,71.6,60.8
7.7,88.4,54.4,73.7
17.9,76.8,70.7,100.0
3.3,87.7,53.6,51.8
10.5,72.9,63.3,70.2
10.0,79.7,87.0,70.9
7.5,63.5,80.1,73.3
8.5,77.1,38.4,52.9
6.1,74.2,59.3,56.9
3.7,80.8,57.4,56.8
11.1,83.3,78.2,75.0
9.7,82.7,85.3,79.2
16.8,89.6,73.3,92.1
19.4,74.5,75.6,85.6
6.9,76.1,77.8,74.7
3.2,80.8,59.4,69.3
14.2,97.9,100.0,97.6
7.8,100.0,76.2,70.2
12.7,87.7,59.8,87.6
5.1,100.0,35.0,65.8
10.3,94.6,29.9,71.4
6.4,93.2,74.1,71.5
10.8,86.7,80.2,84.1
6.7,87.8,41.1,57.9
9.9,78.5,44.6,76.6
9.9,73.2,96.8,84.8
7.6,93.3,62.2,70.1
7.2,94.2,59.8,77.6
8.1,84.3,68.9,76.4
6.5,69.5,67.3,70.7
14.2,85.0,39.6,72.7
12.7,84.4,84.1,83.6
1.9,70.7,67.9,55.6
5.9,92.0,95.5,94.4
8.4,85.8,74.4,81.4
6.9,93.0,66.7,88.3
8.9,100.0,60.7,78.6
8.2,78.8,87.1,79.6
11.5,86.5,57.8,73.4
21.3,70.6,62.2,88.2
9.1,93.0,53.9,71.3
9.5,81.9,49.0,82.0
8.8,78.9,64.9,71.5
18.2,76.1,21.3,53.3
4.9,87.0,58.6,44.4
9.3,87.6,63.3,79.1
8.4,86.3,56.8,75.2
13.8,90.7,74.7,83.5
11.7,62.7,43.0,55.6
5.7,78.2,76.1,69.9
7.9,100.0,81.1,87.3
13.1,87.8,90.8,82.6
29.4,75.1,83.2,100.0
11.4,77.3,66.6,74.3
8.2,93.8,70.4,72.6
14.7,83.1,63.0,84.1
7.9,87.9,46.8,65.6
6.4,73.2,67.5,47.1
11.5,97.7,49.8,100.0
13.4,72.3,70.5,82.9
8.8,85.6,72.8,82.4
12.9,85.7,59.3,80.7
2.5,89.0,85.7,73.5
12.7,84.4,58.3,79.0
14.3,100.0,89.7,100.0
5.5,86.9,65.9,70.9
16.9,88.1,62.0,74.0
1.9,82.1,75.3,68.3
10.0,83.0,45.2,69.5
15.6,82.0,55.4,83.5
18.6,81.0,78.4,97.1
14.1,89.0,42.5,86.7
24.9,81.9,50.7,100.0
2.0,78.1,55.3,58.2
7.4,88.1,78.5,70.5
7.5,87.0,62.5,72.3
9.2,80.1,61.9,61.6
7.8,69.1,60.5,43.2
6.6,77.5,65.2,73.9
11.1,84.9,25.8,53.3
4.9,71.7,85.5,72.8
6.4,100.0,91.6,72.9
4.3,76.2,62.6,70.0
3.4,86.0,70.7,59.0
12.6,92.3,51.0,92.0
5.6,100.0,64.2,76.5
6.7,82.4,63.5,69.2
18.4,70.8,68.7,94.3
4.8,93.8,59.3,62.2
