Area_sqft,Bedrooms,AgeYears,Price_USD
1125.9,2,24,217012
409.8,1,27,85840
928.2,4,28,236818
2028.6,5,39,386884
876.8,6,46,238528
1569.1,4,9,321148
1543.9,2,47,257558
1096.5,6,19,277856
1154.7,4,24,254683
1985.6,6,23,416591
1783.6,5,17,400375
2365.8,3,21,446308
300.0,1,39,70298
1599.3,4,1,314562
300.0,1,8,95587
1340.2,5,25,323562
1257.4,1,20,211090
840.9,2,34,179296
1084.3,3,1,265599
1221.5,6,15,283913
1552.9,2,42,283578
840.2,3,13,196370
1024.1,3,2,209624
1589.7,1,12,277059
1679.5,6,27,367615
2539.2,3,29,459746
1431.2,2,50,251948
1640.4,5,49,342760
1254.5,2,16,224773
1986.5,6,6,430371
935.7,5,40,227241
1325.2,1,45,220757
1468.3,6,6,387973
1575.1,2,44,277025
1776.5,4,6,350086
1263.7,1,32,200413
1756.9,5,11,387957
718.6,6,37,246421
1468.6,2,40,251145
505.7,2,41,121570
1253.4,2,31,197084
2480.4,1,26,385333
1474.9,6,42,347136
1140.4,4,47,190558
1586.7,6,14,393585
1333.7,1,9,245575
848.8,3,8,207655
524.9,5,33,136575
1349.4,5,27,324740
1267.5,4,24,315139
1240.8,2,1,245356
1734.8,2,12,305851
1981.5,1,24,317191
1690.1,6,16,400720
1213.0,5,48,288816
1424.4,4,25,310164
1864.8,4,33,353138
1765.1,4,46,354896
1629.2,1,25,246564
1151.9,2,3,259013
1866.7,3,10,383379
2005.4,3,13,367557
1769.0,4,23,387127
2724.4,3,0,513700
1737.0,3,28,323215
1916.3,2,39,314430
1688.3,1,25,293880
1341.7,5,40,281484
870.8,6,27,283017
1053.8,5,43,237452
1058.5,6,49,313858
856.0,4,34,212184
1271.0,6,9,301954
1401.5,3,38,290996
1936.1,5,20,391725
857.7,2,45,120343
1801.4,6,7,447481
1520.7,5,29,384678
1569.4,6,20,375014
1356.7,1,30,237491
2341.4,4,4,462355
1046.2,4,47,236803
1148.7,4,18,256865
1453.0,3,14,291703
1578.0,4,19,322725
1501.2,2,16,277529
1377.5,2,37,218010
1636.9,6,20,393968
1670.7,1,46,261002
1382.6,6,13,356385
2226.5,6,25,469064
1598.7,4,41,266747
1276.0,3,39,254382
1959.6,6,39,424382
486.8,1,20,85109
893.7,5,50,219206
1308.2,6,14,323348
869.9,2,42,169961
1761.5,5,7,380797
1746.2,3,27,290707
2134.0,4,20,389624
1140.1,6,37,298938
1655.4,6,38,371897
1975.9,3,1,428471
1473.1,5,30,322612
1843.6,2,47,269840
1355.0,1,11,268648
1991.6,5,39,413537
1057.5,5,38,238032
701.8,3,1,206498
1229.5,1,4,232679
1360.5,1,18,217742
1596.9,5,7,365378
1603.0,1,15,262286
1080.8,2,9,191391
950.7,2,42,171047
2131.9,3,34,391278
1338.0,1,9,238070
1185.9,5,14,279356
1543.5,3,35,299901
963.6,1,44,150580
1078.3,5,50,229333
1756.3,6,4,410367
943.5,2,31,177774
801.8,1,47,164991
1240.0,6,45,313359
1516.6,1,0,289182
2018.6,4,2,371372
1553.2,1,46,256462
1632.3,1,11,299453
939.8,5,6,228930
1484.1,2,7,265368
896.3,3,1,203743
1811.9,4,21,381653
1451.1,4,13,336740
1376.7,4,3,294375
1627.5,6,17,352474
1179.2,4,15,227187
1181.7,4,37,220007
972.1,5,9,249375
2201.5,6,45,426507
1297.5,1,5,235509
1257.8,1,19,230419
1712.2,1,49,267282
1405.3,1,12,232918
355.2,1,42,62633
2310.2,5,14,443825
1184.2,3,3,251343
1022.1,6,44,258039
1326.8,2,40,247193
1167.7,5,2,316792
1176.4,3,25,224864
1452.3,2,22,265611
563.0,5,35,195679
1730.7,6,11,393059
1829.4,2,16,319455
639.7,2,18,166657
1605.0,5,42,345034
1014.8,3,13,226038
1203.0,4,14,255783
1558.3,5,39,295879
1789.9,5,9,390030
1549.0,3,12,319974
774.9,4,20,184181
1428.9,5,45,323105
1620.3,1,17,267690
1052.3,4,36,199217
1019.4,3,14,236508
1367.9,6,14,337072
1658.1,2,49,271582
1145.0,2,3,251156
1508.2,5,7,375812
832.8,4,8,235196
1521.7,2,8,278662
580.4,4,26,136649
1539.4,2,8,301977
1796.6,3,42,321970
1324.9,6,33,301734
1650.8,3,19,307052
1510.4,6,21,384703
780.3,6,20,265097
868.5,4,25,237926
1237.1,2,46,234899
1333.1,4,13,299808
1047.9,1,21,164698
850.9,5,17,241180
300.0,4,8,156726
2153.1,6,30,441687
2167.1,6,9,468211
1019.8,1,36,180372
751.8,6,43,242757
2054.7,4,32,406531
446.1,6,24,185424
1862.5,6,36,369203
1686.5,5,39,377519
1242.7,5,25,297882
2026.9,1,29,320002
1103.1,2,16,180508
1778.2,4,10,378026
1287.7,6,3,345667
852.5,4,12,217752
2319.3,5,17,467004
1081.2,3,6,270579
1206.8,3,44,205512
1766.0,6,5,428420
1958.1,4,16,367301
806.6,6,31,217578
2048.4,6,7,441295
1397.2,6,40,349941
1360.4,2,34,226336
1324.7,1,34,213747
1392.5,6,39,293127
698.3,1,46,123319
1583.0,4,26,304556
1491.9,1,46,222877
1234.7,6,47,310618
1492.6,2,48,236860
1307.7,6,44,314440
1366.7,5,39,305075
1587.9,1,49,248779
1298.3,4,24,260084
1050.2,1,9,198906
1741.5,3,17,329004
916.2,5,13,246585
1873.2,5,4,417153
1245.3,4,26,245742
1794.1,2,47,283417
2047.0,4,45,375805
1373.3,6,14,370247
1792.4,4,20,321654
1683.7,2,7,315856
1482.3,5,22,326135
1671.2,3,4,347626
1274.1,6,5,317766
2138.9,6,12,452087
1437.9,1,36,213917
1071.3,5,43,242955
1204.7,5,43,283928
1799.4,1,48,284629
985.8,1,5,183465
2251.4,1,12,390990
1987.5,3,27,410171
846.0,4,42,182443
1748.0,6,4,414519
964.5,5,29,247504
1024.9,4,7,274844
1189.0,6,14,301141
1065.9,1,35,196996
1726.4,1,14,290675
1514.1,1,38,237113
1590.2,6,20,370756
1401.4,2,48,239981
1162.5,3,7,235746
1165.7,3,10,252507
1897.5,3,33,370028
1243.0,6,49,268971
2028.1,4,1,417846
1114.0,5,30,288506
1420.7,6,45,321531
1539.2,4,42,297625
1931.9,3,38,344595
1836.2,3,25,321837
1538.3,1,17,258039
1433.6,2,31,289374
991.1,4,25,231129
1313.4,2,16,249492
2418.2,4,21,432268
968.7,3,7,232800
1146.9,6,48,257530
778.0,6,8,251362
1063.7,4,25,190258
867.6,2,22,178025
848.4,4,48,197053
1545.3,6,25,341775
1728.7,6,39,362373
1558.7,3,28,282729
940.2,2,39,188275
642.2,4,20,174469
479.8,1,36,115737
851.5,3,46,204499
938.3,5,34,239647
1193.5,4,21,298073
1518.0,5,20,365687
1226.0,4,25,276889
2113.0,6,5,440206
2438.0,4,8,471634
1352.1,2,25,252330
538.7,6,13,204573
1158.4,3,39,267794
1279.9,1,17,236270
1708.7,1,6,272675
798.8,4,23,214605
669.6,5,24,207371
1517.9,2,14,290369
1153.9,2,12,225216
1146.8,3,29,208701
1004.1,4,23,258516
1218.3,1,36,234984
1489.6,4,10,312195
318.6,1,42,56487
1407.4,3,34,291506
1709.4,3,6,327165
1601.2,1,32,276737
2348.3,1,22,378307
1203.1,4,21,252537
1358.2,3,29,253963
1973.1,4,12,390527
1424.3,2,47,241743
2077.5,2,14,342514
1767.6,2,46,297264
1464.7,4,10,272586
1394.8,3,10,299679
1294.4,6,49,315422
1384.4,6,30,313372
1019.5,6,11,290270
1704.8,1,23,273534
2261.4,6,21,459451
584.7,1,38,97158
1930.5,5,25,391766
1508.9,4,3,318552
1870.0,5,34,383419
1135.8,3,42,251980
1318.4,5,38,301649
1969.5,2,10,348625
1377.8,3,19,300927
1771.2,6,2,432062
1135.2,2,26,232117
1310.8,4,16,297136
1629.2,5,45,341939
1582.1,2,12,306036
1772.1,4,5,390293
1246.6,4,36,249530
1400.0,5,22,314562
1836.1,4,32,372976
2049.2,6,9,447366
1022.4,4,44,225031
1934.6,3,2,391097
1054.1,4,20,228361
1493.5,6,7,382403
1527.0,1,36,227055
1180.7,1,12,205237
1320.1,1,23,193273
603.9,2,28,124011
1726.1,4,13,364954
1275.1,3,39,248906
1381.2,4,13,296913
1142.4,6,47,287518
1727.6,1,33,286750
1483.4,6,48,307672
882.9,2,3,216931
1349.4,4,44,283800
934.2,1,49,116985
1409.2,4,26,328005
1707.2,2,45,279532
1486.7,3,21,270004
1595.5,2,23,260385
1875.7,6,22,377425
1031.6,4,32,224511
1202.6,6,49,271288
590.1,6,10,203122
1229.2,2,30,219046
1124.0,3,25,264084
1694.3,1,38,254753
1607.6,6,22,361978
2075.4,1,3,365286
1174.4,1,40,225225
1578.5,6,49,346306
1733.1,3,48,315714
2431.1,5,26,485730
1596.0,4,17,340527
1378.4,2,30,214540
1456.5,4,42,274531
1609.4,5,41,347709
2018.0,1,28,314558
1208.5,3,4,237041
1080.1,1,12,191977
2579.9,4,0,502991
892.9,1,25,169124
1785.0,4,48,335302
1587.3,5,30,302172
1544.9,5,10,352835
847.6,1,1,145442
2619.1,2,5,464982
1479.4,6,17,360741
1168.2,6,47,271687
801.6,1,2,136716
495.1,6,19,226752
1716.9,1,20,292401
1023.1,1,43,145401
1279.3,1,31,241606
1128.9,5,47,257613
1642.0,6,43,343967
1575.3,4,10,354494
1738.4,2,30,317732
1755.6,4,3,377707
1077.8,3,33,225225
794.0,1,2,140136
1333.2,3,32,238038
1632.8,4,14,330690
1448.7,5,36,273864
558.8,5,9,207293
1425.9,2,14,266060
949.7,1,45,152466
1410.0,6,31,362988
1834.0,3,47,299603
300.0,3,38,102312
2078.2,4,22,376378
929.3,2,18,215463
1848.2,1,17,288043
1778.5,4,24,390431
1264.5,6,20,299364
1604.5,3,6,327082
1084.3,5,42,264254
623.3,3,11,186985
1912.0,5,7,384747
1092.6,5,8,258733
2210.3,3,7,401644
1797.4,3,32,342862
1019.9,1,14,186905
1664.8,5,0,396336
1637.5,6,29,350757
2175.1,1,22,348605
1180.0,1,36,191658
1295.5,4,9,289547
1595.0,5,50,336016
1408.2,4,6,336197
774.4,2,2,167824
1856.7,5,18,379819
2119.2,5,18,434449
1469.0,4,46,295244
827.3,3,15,218675
1349.1,4,31,284444
990.8,3,2,227952
1283.4,5,30,328503
1483.4,6,40,342129
1695.2,5,36,364814
2032.3,6,21,401505
1682.2,6,27,372979
923.9,1,31,181388
1706.8,3,22,325727
1271.4,6,23,315952
1322.2,3,47,207993
1393.7,1,18,237053
1460.8,1,46,252370
1855.7,4,7,378004
1623.6,6,24,378925
866.5,5,45,212623
724.1,6,11,238274
1692.6,2,6,315346
1642.4,6,32,375864
1967.5,5,29,412585
1355.7,2,23,264263
1526.0,4,49,288153
1614.8,1,19,276340
700.5,3,14,153616
674.5,2,19,156196
1731.2,6,24,345529
1566.2,1,34,222561
2006.0,5,38,399614
2229.7,4,20,434265
1264.8,5,13,280179
1241.4,2,31,237568
789.5,1,11,151382
1633.1,4,7,367089
473.8,2,5,161225
963.4,5,12,215228
1538.9,4,1,373514
1103.5,3,33,242473
1378.7,5,14,332776
1306.8,2,3,252053
899.6,5,34,243185
470.4,4,45,146987
1715.0,3,3,357131
1320.0,4,11,301601
1552.8,5,39,338083
1373.7,3,40,274175
1365.7,6,21,294531
1473.6,6,24,341379
1313.4,4,28,279972
1247.7,3,26,244007
947.7,1,15,197999
2517.1,3,41,462425
1853.1,4,33,359716
2071.0,2,24,359522
1971.1,2,38,332851
1274.3,1,12,195524
1318.2,3,4,262247
1401.3,2,15,246132
1236.1,6,45,310819
1795.1,1,36,277823
1033.9,6,30,274812
919.9,4,28,217414
816.6,5,33,216059
1254.2,5,47,317539
1187.7,2,26,224662
1121.5,5,16,308671
1437.7,2,4,263541
875.4,2,5,170226
1734.0,1,22,305489
906.3,6,33,257823
872.3,1,9,181355
1110.3,3,8,281373
1337.9,1,26,228751
1787.2,6,7,415440
1366.4,5,45,287341
677.9,4,43,175074
1619.4,2,24,294105
1610.7,6,39,365297
1138.8,1,10,213729
1476.9,3,7,270005
2045.6,6,25,462387
1011.1,3,39,207256
1832.2,5,17,417981
1969.5,1,11,315142
1479.1,4,47,279300
847.0,4,22,210398
1988.1,4,21,378209
1812.2,4,13,373660
1646.8,6,40,381840
1376.4,5,11,350150
1920.8,4,24,364586
1017.5,1,4,182449
1785.7,1,12,318634
1255.2,1,49,172978
645.6,4,33,188855
947.9,4,12,232856
1581.8,3,0,313443
1500.0,5,16,280927
1599.5,6,41,357421
1234.8,2,33,247176
1495.0,3,45,249546
1681.5,1,36,274072
2462.0,5,27,482686
1223.5,1,49,178775
1861.1,5,12,403202
1691.0,5,7,390974
1455.2,1,8,260538
814.4,6,30,254223
2025.4,6,36,414798
1512.0,3,36,299241
1134.1,4,10,232843
1002.0,5,36,261905
1517.5,5,26,356455
978.0,1,50,136673
1144.1,4,44,225896
1133.9,1,6,242645
1420.8,3,38,275436
1670.2,6,5,361069
1257.0,2,0,249171
1304.3,4,9,259014
1448.7,2,35,249818
1063.2,6,45,267902
1135.7,5,0,307620
1189.7,2,49,204838
1529.6,1,16,293571
2124.0,5,14,434673
839.4,2,19,137573
1507.6,5,2,361847
1296.7,4,24,282457
1323.6,6,36,311323
1180.4,2,33,236765
1913.6,2,35,340684
308.4,4,50,93980
889.0,6,26,262965
1890.5,3,9,391775
1924.2,4,14,383973
2192.0,2,34,340846
1538.0,5,33,337230
1617.0,5,9,354132
561.6,1,35,101903
1401.3,2,16,243229
1651.8,4,5,355496
1180.4,2,41,197669
1358.5,2,15,272923
1954.5,2,3,382786
2055.5,5,48,398659
1512.6,2,1,272080
1377.1,6,10,328474
1728.0,1,18,293348
1233.8,2,28,234048
1869.8,5,22,377343
1163.8,3,15,243559
1737.5,4,21,360441
1391.1,1,40,243082
1121.4,1,29,189838
1561.6,2,23,293078
1223.5,3,37,238840
1847.4,4,24,369184
952.6,6,32,249257
1501.1,1,33,251588
1070.6,3,37,243319
1940.5,3,16,370610
1721.6,6,26,390830
1379.8,6,11,325367
1393.1,1,22,243194
2158.0,4,0,387607
1741.6,4,6,374518
1059.9,1,16,219953
1820.6,4,50,327480
1146.8,5,36,263444
1468.9,4,33,318044
455.8,4,40,124920
1766.7,4,11,370572
1098.6,6,50,254784
1306.6,4,35,284449
773.1,5,21,219308
1481.2,6,27,290496
1431.7,4,17,285147
826.5,3,20,191110
1414.7,5,46,337742
1280.7,4,31,267420
1950.8,5,26,382488
1081.2,2,11,224600
1615.5,1,41,192876
738.3,3,49,182044
1436.0,5,41,319929
1560.9,4,22,311434
1583.3,1,45,260957
1346.5,5,29,309810
2179.3,4,19,414034
1237.7,6,5,337592
1616.8,3,30,301765
1258.3,5,44,281933
1022.9,6,50,269551
865.6,5,34,220097
988.5,6,15,278753
1671.9,3,5,308412
1997.2,1,34,291670
1670.6,2,21,264791
1249.2,1,21,222876
1117.3,5,13,275906
1473.9,4,3,300147
931.4,3,24,197818
1797.7,3,19,318245
1566.3,6,21,366808
964.5,3,5,245406
2071.1,6,39,451015
857.2,2,31,165691
1423.3,1,28,232557
1775.2,2,2,293582
1730.4,1,22,257738
1118.8,1,17,225922
1214.5,3,8,264246
969.9,3,47,215361
1498.5,2,48,213672
1769.0,1,47,271237
540.8,2,15,99424
1650.1,5,8,322735
1178.6,3,3,241491
1358.2,4,27,323580
920.8,5,15,235004
1121.5,5,46,281457
2296.5,1,9,377124
1247.8,4,47,279177
1395.1,6,18,353493
988.3,3,45,223611
2562.3,4,41,447017
1609.7,6,34,364582
1390.3,5,19,320745
1814.2,3,37,378319
1559.7,1,23,278535
1322.6,5,49,281305
1342.3,1,40,255006
707.3,3,28,211026
1235.5,2,25,217466
1172.6,1,3,224080
1544.5,6,36,340246
1304.7,6,41,276436
1708.6,6,24,385757
1444.9,2,22,203058
1021.4,2,17,206229
2069.9,3,27,372852
1226.0,3,25,247635
1649.4,3,43,293751
810.0,3,49,158672
1746.6,5,15,340809
663.8,2,5,132559
2271.7,5,26,443811
1708.1,6,45,364221
1302.1,4,11,308719
1657.1,5,31,339268
829.7,4,3,205568
1309.0,3,49,235921
1735.2,1,7,255679
1657.9,1,12,287614
1396.5,3,13,295526
1542.0,1,19,287511
1886.3,2,39,322265
1725.4,4,5,337232
554.6,1,7,108747
1396.5,5,2,329185
1408.4,4,4,298976
837.3,4,23,188705
924.9,2,9,184372
2073.8,5,4,452212
1073.3,4,35,245432
1209.5,5,30,299456
1040.1,1,3,182831
1586.0,5,28,367910
1525.7,4,18,326367
2272.3,4,48,415486
1158.6,1,36,188833
1635.6,6,46,304014
550.9,1,33,128780
761.8,3,15,193339
1999.2,2,21,327664
1897.3,1,47,333384
1599.8,6,37,355701
1906.9,5,2,401962
915.9,4,10,214832
2143.7,2,37,344314
934.3,5,21,216150
1545.9,2,29,264715
2647.4,3,23,461128
1003.1,4,18,252112
2006.8,4,17,355990
1834.9,4,41,331303
1159.9,2,23,195848
2340.5,1,18,399738
989.8,3,47,209311
1383.5,4,27,252696
1688.7,1,36,263953
1357.0,2,34,269316
2798.8,3,13,509143
833.8,1,13,152713
2128.1,6,26,451938
381.9,6,5,214215
300.0,4,16,172449
1423.8,2,35,241877
1731.7,6,10,423967
2070.5,3,9,377372
2123.8,4,48,373179
1490.0,1,10,256823
1624.3,2,30,287831
1509.3,6,10,378485
2086.7,4,45,380072
844.1,1,38,131022
1100.8,3,36,204179
1785.3,1,16,311851
1873.8,3,32,341240
2005.6,3,37,362146
1368.3,4,32,292534
1175.8,1,28,226869
1716.7,2,27,323290
906.5,2,25,195935
2149.8,5,29,421239
1173.7,2,46,178665
1275.5,5,12,297114
1738.1,3,29,320684
1073.2,3,41,199505
882.8,6,12,279119
1918.7,4,5,390153
930.6,3,50,166625
1516.9,1,39,268537
1409.7,5,15,333286
545.3,4,3,186411
929.0,6,24,286906
1559.6,5,36,314394
1954.8,6,19,410575
1057.0,5,36,247576
1001.3,6,37,276084
1684.1,5,14,373018
1760.8,5,23,433285
1820.3,5,40,346660
1499.4,1,17,258041
1161.3,2,18,219481
1752.7,2,33,310350
1362.2,6,20,350690
1702.0,2,25,304954
1166.5,2,30,223356
1305.5,5,0,313643
1640.9,1,35,295824
474.3,3,32,121115
2002.4,4,40,310725
1377.3,4,8,293236
300.0,1,1,136854
1476.0,5,48,284351
1205.0,3,2,273784
931.0,1,37,139077
2281.0,1,37,366861
1776.7,6,19,418420
1328.9,6,18,320778
1424.5,4,3,341873
1520.2,5,41,341890
667.2,4,16,198663
2583.0,4,48,452600
1420.0,2,33,247146
2213.8,2,1,379994
1018.4,1,45,139282
1664.0,1,46,269494
867.4,4,38,211599
300.0,4,46,121513
1807.0,6,39,405031
1487.7,6,30,343693
1161.4,5,6,321142
300.0,5,23,119000
1188.2,5,11,330373
1523.1,4,19,317644
915.2,3,40,176190
1459.3,3,43,267255
1114.4,4,19,288593
859.2,4,9,213468
1336.0,4,43,272969
423.6,6,33,161439
1625.6,1,2,295282
1444.3,4,21,329893
1672.2,4,31,336774
1907.9,1,6,319141
1286.3,1,25,209761
300.0,1,26,71449
1284.5,5,41,295826
884.7,6,20,279099
2044.7,6,8,424494
1233.1,1,20,204278
1778.6,6,10,432754
2057.5,4,39,392378
1063.5,2,25,207480
1434.0,2,25,275766
1417.7,4,30,246867
2392.8,2,44,402187
1969.8,5,8,464564
921.1,2,2,203073
1125.2,4,46,242571
1191.2,6,48,278765
1034.5,1,42,147469
1257.6,1,9,216501
1161.5,4,6,292362
1416.3,4,18,314380
1348.2,4,43,255398
1919.2,2,44,305032
1057.2,5,46,234529
648.9,2,14,154453
1178.0,5,12,288138
1124.0,6,15,300218
2063.0,4,44,357765
1780.4,5,3,422134
1984.0,1,28,326198
1833.2,2,5,325521
512.5,4,40,133956
1016.4,3,14,218561
725.6,6,30,253264
2105.2,6,21,474158
1778.0,1,15,287023
1579.2,6,39,341928
1144.1,6,35,255174
1194.9,2,41,179216
1012.9,1,35,171616
1692.4,3,39,301378
1446.7,6,36,326010
1712.2,1,5,287922
1588.4,6,38,359274
1771.5,2,20,317321
1632.4,6,32,385088
1895.9,4,3,439019
1732.9,3,22,305924
1168.6,4,17,241979
1620.2,6,16,407540
1539.2,2,21,277926
1314.3,3,46,261484
1392.2,5,35,283398
1853.1,1,41,268967
1643.4,5,29,365660
1818.8,3,42,299203
1418.1,2,37,276836
1917.4,5,4,426298
1748.1,4,33,327087
1037.2,1,20,215741
1238.9,6,25,321724
1017.6,3,18,219246
914.2,1,3,181639
2605.8,4,44,422030
2150.6,3,11,372121
1920.1,5,16,415720
1602.0,5,32,344132
1156.1,2,47,230125
901.3,6,13,277757
1305.6,1,41,184127
1075.9,3,6,220948
1721.2,2,44,271651
1468.4,2,11,264811
1785.3,4,5,371917
1509.1,5,30,351155
639.2,4,49,174246
1322.4,1,47,231018
1574.4,3,18,314869
1523.7,4,4,321969
1150.4,4,4,246639
1179.5,3,10,266548
1100.7,3,31,223423
648.5,1,23,139731
1386.9,1,44,205761
1750.6,1,4,337069
1185.9,1,37,226052
841.1,5,48,195326
1847.5,4,35,360701
2013.2,5,48,357187
1201.8,6,47,271263
978.0,1,17,160622
1334.8,3,49,233949
1526.4,2,8,282111
1197.7,4,42,235509
693.5,5,47,194496
1832.3,5,39,338037
1509.0,3,40,299205
2097.0,4,17,384690
1419.0,1,36,225921
2062.5,1,23,327484
1298.1,3,8,293893
1128.1,3,27,226046
1174.9,3,45,254401
2220.9,1,24,366098
1315.6,2,24,224432
2111.7,6,41,424695
1192.4,1,49,183773
776.9,6,50,236227
1714.5,5,45,349550
1111.4,2,10,219270
1536.6,5,12,330608
1490.5,4,40,306120
1483.8,4,40,288506
2141.9,1,31,327053
1513.5,4,34,284258
1453.8,2,37,273982
1240.4,2,8,214940
1642.1,1,25,280913
1600.7,5,30,341530
1219.3,1,35,188970
1824.0,4,10,356256
1307.9,4,31,276752
1661.1,3,21,306611
803.2,3,33,167547
1811.1,3,12,366946
1076.9,5,48,245049
1703.9,5,19,365540
1976.4,6,2,423816
1584.5,1,14,291371
1918.7,6,15,445231
914.7,3,17,212978
1362.8,1,32,252363
1108.5,6,2,298799
1102.6,3,19,253582
689.9,4,8,194493
1436.2,6,22,333191
1823.3,4,17,392868
1969.8,6,21,416417
924.5,2,19,169364
1184.1,5,39,235121
1066.7,1,45,169165
1035.9,2,2,198261
1266.5,2,19,279272
1408.9,3,22,313533
1269.4,1,20,159430
773.3,2,34,186506
1836.1,1,35,276774
1480.1,2,20,296058
1577.1,1,29,279554
1603.0,2,3,329883
1677.4,6,8,426195
1469.1,5,48,283805
1025.0,1,29,154635
2081.9,5,19,438273
1687.3,6,49,361144
996.0,4,47,230326
1002.5,2,2,206771
2295.5,6,46,470222
1326.9,6,8,311722
1095.1,5,6,323677
1161.3,3,5,304579
1603.0,3,32,263758
1186.0,2,28,251771
1460.0,5,14,298063
2439.2,6,43,488118
693.0,2,10,141859
1217.3,3,19,261591
1427.6,3,28,251736
606.2,5,46,187274
1632.7,1,27,264552
1802.9,3,43,315713
775.2,6,45,232448
1363.4,4,28,252952
1482.4,2,34,272547
1658.6,6,21,370728
2601.0,1,37,374570
1066.4,3,16,245753
1641.8,5,40,326830
1342.6,3,7,279729
1265.8,6,3,339014
1407.3,5,2,333120
1584.8,6,18,367673
1404.3,3,7,301827
1523.9,2,31,263277
1363.8,5,29,326831
978.4,6,39,283492
1771.5,4,14,347819
1862.0,2,41,300302
1841.6,6,42,400148
1703.5,2,44,318810
1050.9,1,41,191773
970.9,2,34,165475
1812.2,2,4,327795
858.1,1,7,151772
1091.6,2,47,220519
2365.8,4,14,457140
1628.5,6,48,330846
1471.7,5,30,313012
566.6,5,29,167912
1098.0,4,32,236102
1776.2,5,18,388363
732.5,4,0,202482
1581.2,5,12,354442
778.0,4,25,207904
1119.3,1,11,165888
692.0,6,49,175516
1442.8,4,24,292636
634.7,2,3,139985
1362.3,5,20,321580
1687.4,3,18,316776
1489.9,1,34,255630
1609.2,6,29,373184
1501.6,3,21,310667
1359.1,2,47,220703
1369.2,3,32,260372
1531.9,1,3,312536
908.7,6,16,247545
1221.8,2,42,228037
2315.3,3,35,424521
1618.1,4,15,345204
1962.1,3,14,386009
1553.2,1,15,265979
1070.6,3,29,232056
1262.9,2,13,248488
616.0,2,22,111630
2018.5,3,45,347419
1802.9,1,30,261054
1023.6,3,8,244791
1743.9,2,29,307849
1703.6,6,3,417196
1434.8,3,27,255858
1614.3,4,40,317116
1656.5,1,18,281732
1573.1,6,44,385992
1468.0,1,45,225325
1438.6,3,13,279370
1144.7,4,15,265347
1808.8,4,49,370146
2291.6,4,10,457907
896.0,4,47,214858
1415.5,3,22,275058
1105.9,1,6,201680
1647.7,6,47,384390
1591.9,1,7,269810
1460.6,2,31,249336
1133.9,2,19,186299
1187.2,2,49,172726
1057.7,1,34,199200
625.3,5,40,146276
1953.1,5,0,450175
1700.9,2,18,300618
1980.6,6,31,424665
1243.0,2,18,258294
1620.5,3,43,281627
1018.6,3,41,216962
1143.7,2,24,196880
2322.2,5,18,446115
1232.1,1,4,235365
1826.3,6,43,392877
1513.0,4,9,331977
772.3,2,39,179192
1339.4,3,31,259574
1570.0,5,32,367063
1719.4,6,31,379313
595.8,3,25,166439
965.6,6,7,298897
1539.7,4,47,288256
976.6,6,31,270898
1948.5,3,47,310629
1372.0,4,15,300964
1618.9,5,12,359644
1983.1,6,5,449224
853.4,3,25,190538
1608.1,5,28,379514
1460.6,2,30,226126
1474.3,2,34,235447
1299.3,1,41,187959
1471.7,4,13,314548
300.0,3,3,112012
1959.9,4,39,344349
798.7,3,35,166717
2198.5,4,3,402924
972.8,4,32,232583
953.2,3,13,223720
1582.3,6,40,324966
1522.1,2,22,293140
1602.8,4,15,306742
1562.8,5,24,329434
1336.8,5,22,312429
1234.6,1,31,206694
1662.0,4,37,293445
1088.8,2,15,225221
1453.7,3,21,285300
637.4,5,8,252101
1514.3,3,49,284846
1444.3,6,49,351858
1381.6,4,10,285385
2167.8,6,5,434613
2072.7,4,15,430414
1811.5,6,0,423687
1801.6,2,24,352605
1447.6,1,27,263025
1538.3,6,26,376314
1594.7,4,7,347723
1671.1,6,47,340938
1432.1,2,33,233200
1643.9,6,45,315059
1429.1,3,33,262488
1589.7,1,16,270451
1812.9,5,25,374930
1104.7,4,1,270242
1459.5,6,17,307762
1434.2,4,44,288881
941.8,6,35,288845
2026.0,6,15,420981
1028.5,4,30,206588
2044.7,4,7,374623
795.9,3,14,180535
726.5,6,17,232850
1248.8,3,5,272054
1579.0,6,26,376407
1576.5,4,6,317299
1981.8,6,28,409435
1053.5,1,29,146936
1816.7,2,18,334405
653.7,3,23,156733
964.9,5,18,250399
1281.5,1,34,235951
904.9,2,27,181010
1646.2,1,2,323960
1107.0,2,40,213756
1851.4,6,49,374695
1790.9,6,19,375867
1096.2,2,28,203596
1241.5,5,33,304987
1359.8,3,10,252938
2009.5,2,34,326879
975.9,5,10,246531
331.8,3,5,122112
1209.4,4,44,258969
986.2,1,38,166308
710.8,6,4,251795
1383.4,6,3,322072
872.0,6,5,285852
1552.0,3,45,301621
858.7,2,39,157707
2729.0,4,50,456336
1876.6,3,48,344312
1070.2,2,41,219398
1053.0,2,22,212849
1314.5,3,42,233995
1731.2,6,4,380221
1198.5,5,7,310464
877.3,1,35,117267
747.0,2,0,149112
1391.6,5,13,327539
1073.9,2,15,245466
1527.4,5,48,338702
443.2,5,6,194270
1612.6,6,45,309109
1255.6,6,38,253797
610.5,4,44,157902
1563.0,5,39,363541
1624.4,4,0,330811
1037.0,6,3,315395
1690.9,4,47,327209
785.3,1,20,135321
367.3,2,34,84673
1323.6,3,47,212258
1000.9,2,2,222328
839.3,2,16,165001
1656.8,5,36,361691
1496.6,1,28,242589
2138.1,4,46,382988
1587.6,5,24,301662
